xflr5 v6.49

 Calculated polar for: Aerofoil1814

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3234, 0.01605, 0.00705,-0.1130,0.7373,0.0596,-1.6891, 0.0000, 0.6020
 -1.000, 0.4271, 0.01508, 0.00592,-0.1113,0.7115,0.0862,-1.1227, 0.0000, 0.5109
  0.000, 0.5321, 0.01462, 0.00532,-0.1097,0.6876,0.1305,-0.7741, 0.0000, 0.4552
  1.000, 0.6248, 0.01436, 0.00523,-0.1059,0.6630,0.1965,-0.8376, 0.0000, 0.4172
  2.000, 0.7959, 0.01313, 0.00557,-0.1186,0.6413,1.0000,-0.9627, 0.0000, 0.3957
  3.000, 0.8880, 0.01376, 0.00591,-0.1146,0.6188,1.0000,-1.1148, 0.0000, 0.3746
  4.000, 0.9689, 0.01441, 0.00656,-0.1083,0.5918,1.0000,-1.2862, 0.0000, 0.3562
  5.000, 1.0472, 0.01493, 0.00700,-0.1013,0.5525,1.0000,-1.4812, 0.0000, 0.3399
  6.000, 1.1218, 0.01564, 0.00776,-0.0939,0.5154,1.0000,-1.6944, 0.0000, 0.3257
  7.000, 1.1854, 0.01648, 0.00863,-0.0845,0.4684,1.0000,-1.9184, 0.0000, 0.3119
  8.000, 1.2186, 0.01772, 0.00984,-0.0697,0.3968,1.0000,-2.1814, 0.0000, 0.2965
  9.000, 1.2271, 0.02043, 0.01215,-0.0528,0.2984,1.0000,-2.5398, 0.0000, 0.2808
 10.000, 1.2343, 0.02440, 0.01593,-0.0388,0.2286,1.0000,-2.9171, 0.0000, 0.2677
 11.000, 1.2485, 0.02915, 0.02071,-0.0285,0.1847,1.0000,-3.3365, 0.0000, 0.2575
 12.000, 1.2626, 0.03486, 0.02648,-0.0207,0.1528,1.0000,-3.7632, 0.0000, 0.2493
 13.000, 1.2824, 0.04099, 0.03288,-0.0152,0.1234,1.0000,-4.2225, 0.0000, 0.2429
 14.000, 1.2953, 0.04846, 0.04055,-0.0113,0.0962,1.0000,-4.6551, 0.0000, 0.2378
 15.000, 1.3046, 0.05724, 0.04964,-0.0091,0.0717,1.0000,-5.0559, 0.0000, 0.2340


