xflr5 v6.49

 Calculated polar for: NACA 1824

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0608, 0.01460, 0.00632,-0.0441,0.6551,0.4419,-1.0365, 0.0000,-0.5281
 -1.000, 0.0356, 0.01451, 0.00615,-0.0409,0.6082,0.4787,-0.9063, 0.0000, 1.4357
  0.000, 0.1315, 0.01452, 0.00613,-0.0375,0.5648,0.5174,-0.8960, 0.0000, 0.5308
  1.000, 0.2271, 0.01463, 0.00626,-0.0340,0.5236,0.5588,-1.0084, 0.0000, 0.3893
  2.000, 0.3212, 0.01489, 0.00651,-0.0303,0.4845,0.6008,-1.1313, 0.0000, 0.3310
  3.000, 0.4133, 0.01528, 0.00694,-0.0263,0.4483,0.6455,-1.2656, 0.0000, 0.2983
  4.000, 0.5019, 0.01577, 0.00752,-0.0217,0.4137,0.6903,-1.4112, 0.0000, 0.2764
  5.000, 0.5837, 0.01644, 0.00828,-0.0158,0.3809,0.7362,-1.5659, 0.0000, 0.2590
  6.000, 0.6650, 0.01742, 0.00932,-0.0103,0.3496,0.7798,-1.7356, 0.0000, 0.2461
  7.000, 0.7423, 0.01864, 0.01056,-0.0046,0.3200,0.8233,-1.9161, 0.0000, 0.2355
  8.000, 0.8112, 0.02008, 0.01207, 0.0022,0.2922,0.8649,-2.1039, 0.0000, 0.2251
  9.000, 0.8743, 0.02184, 0.01393, 0.0093,0.2667,0.9140,-2.3019, 0.0000, 0.2157
 10.000, 0.9540, 0.02421, 0.01637, 0.0113,0.2419,0.9799,-2.5280, 0.0000, 0.2130
 11.000, 1.0121, 0.02716, 0.01929, 0.0150,0.2193,1.0000,-2.7485, 0.0000, 0.2084
 12.000, 1.0613, 0.03103, 0.02317, 0.0190,0.1996,1.0000,-2.9571, 0.0000, 0.2035
 13.000, 1.1039, 0.03599, 0.02822, 0.0221,0.1817,1.0000,-3.1704, 0.0000, 0.1994
 14.000, 1.1382, 0.04220, 0.03458, 0.0243,0.1664,1.0000,-3.3741, 0.0000, 0.1959
 15.000, 1.1600, 0.05018, 0.04266, 0.0254,0.1520,1.0000,-3.5502, 0.0000, 0.1930


