xflr5 v6.49

 Calculated polar for: NACA 4721

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1626, 0.01733, 0.00981,-0.1168,0.7986,0.3535,-0.9615, 0.0000, 0.9819
 -1.000, 0.2618, 0.01701, 0.00959,-0.1142,0.7568,0.3973,-0.7936, 0.0000, 0.6885
  0.000, 0.4121, 0.01528, 0.00784,-0.1202,0.7161,0.4499,-0.9048, 0.0000, 0.5387
  1.000, 0.5617, 0.01445, 0.00680,-0.1266,0.6600,0.5039,-1.0359, 0.0000, 0.4698
  2.000, 0.6701, 0.01496, 0.00720,-0.1257,0.6057,0.5530,-1.1529, 0.0000, 0.4300
  3.000, 0.7653, 0.01583, 0.00797,-0.1225,0.5578,0.6003,-1.2757, 0.0000, 0.4007
  4.000, 0.8529, 0.01691, 0.00901,-0.1180,0.5125,0.6458,-1.4076, 0.0000, 0.3774
  5.000, 0.9372, 0.01816, 0.01021,-0.1132,0.4709,0.6871,-1.5534, 0.0000, 0.3583
  6.000, 1.0162, 0.01959, 0.01163,-0.1077,0.4300,0.7249,-1.7170, 0.0000, 0.3420
  7.000, 1.0912, 0.02125, 0.01326,-0.1020,0.3915,0.7611,-1.8985, 0.0000, 0.3279
  8.000, 1.1615, 0.02314, 0.01520,-0.0959,0.3534,0.7992,-2.0976, 0.0000, 0.3154
  9.000, 1.2199, 0.02542, 0.01758,-0.0883,0.3173,0.8570,-2.3040, 0.0000, 0.3035
 10.000, 1.2732, 0.02789, 0.02015,-0.0807,0.2840,1.0000,-2.5204, 0.0000, 0.2928
 11.000, 1.3280, 0.03165, 0.02386,-0.0750,0.2510,1.0000,-2.7643, 0.0000, 0.2842
 12.000, 1.3708, 0.03643, 0.02859,-0.0689,0.2213,1.0000,-2.9948, 0.0000, 0.2760
 13.000, 1.4079, 0.04215, 0.03438,-0.0633,0.1945,1.0000,-3.2420, 0.0000, 0.2687
 14.000, 1.4374, 0.04905, 0.04138,-0.0586,0.1719,1.0000,-3.4774, 0.0000, 0.2624
 15.000, 1.4548, 0.05770, 0.05015,-0.0548,0.1512,1.0000,-3.6863, 0.0000, 0.2570


