xflr5 v6.49

 Calculated polar for: Aerofoil5034

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3948, 0.00857, 0.00224,-0.1388,0.6090,0.0259,-2.2054, 0.0000, 0.6037
 -1.000, 0.5004, 0.00829, 0.00186,-0.1367,0.5863,0.0309,-1.6323, 0.0000, 0.5233
  0.000, 0.6077, 0.00808, 0.00166,-0.1350,0.5692,0.0393,-1.1136, 0.0000, 0.4708
  1.000, 0.7116, 0.00806, 0.00162,-0.1326,0.5450,0.0586,-0.8923, 0.0000, 0.4338
  2.000, 0.8139, 0.00808, 0.00171,-0.1300,0.5138,0.1105,-0.9836, 0.0000, 0.4061
  3.000, 0.9129, 0.00815, 0.00197,-0.1269,0.4771,0.2378,-1.1499, 0.0000, 0.3843
  4.000, 1.0079, 0.00828, 0.00240,-0.1232,0.4363,0.4437,-1.3418, 0.0000, 0.3663
  6.000, 1.1828, 0.01006, 0.00431,-0.1138,0.2477,1.0000,-1.7927, 0.0000, 0.3379
  7.000, 1.2343, 0.01144, 0.00536,-0.1017,0.1832,1.0000,-2.0044, 0.0000, 0.3229
  8.000, 1.2898, 0.01293, 0.00661,-0.0911,0.1372,1.0000,-2.3893, 0.0000, 0.3098
  9.000, 1.3460, 0.01446, 0.00804,-0.0814,0.1090,1.0000,-2.8843, 0.0000, 0.2982
 10.000, 1.3957, 0.01638, 0.00991,-0.0715,0.0865,1.0000,-3.3876, 0.0000, 0.2875
 11.000, 1.4364, 0.01899, 0.01248,-0.0615,0.0661,1.0000,-3.8841, 0.0000, 0.2775
 12.000, 1.4640, 0.02283, 0.01626,-0.0516,0.0427,1.0000,-4.3805, 0.0000, 0.2683
 13.000, 1.4755, 0.02860, 0.02198,-0.0425,0.0185,1.0000,-4.8215, 0.0000, 0.2600
 14.000, 1.5010, 0.03415, 0.02768,-0.0363,0.0141,1.0000,-5.3327, 0.0000, 0.2535
 15.000, 1.5195, 0.04096, 0.03469,-0.0314,0.0119,1.0000,-5.8209, 0.0000, 0.2480


