xflr5 v6.49

 Calculated polar for: NACA 1624

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0792, 0.01464, 0.00636,-0.0357,0.6568,0.4333,-1.0482, 0.0000,-0.2425
 -1.000, 0.0171, 0.01449, 0.00617,-0.0324,0.6118,0.4719,-0.9147, 0.0000, 2.2266
  0.000, 0.1134, 0.01451, 0.00610,-0.0290,0.5690,0.5114,-0.8938, 0.0000, 0.5024
  1.000, 0.2084, 0.01460, 0.00623,-0.0255,0.5297,0.5538,-1.0033, 0.0000, 0.3613
  2.000, 0.3023, 0.01484, 0.00646,-0.0218,0.4916,0.5976,-1.1228, 0.0000, 0.3081
  3.000, 0.3931, 0.01517, 0.00685,-0.0175,0.4557,0.6434,-1.2523, 0.0000, 0.2788
  4.000, 0.4805, 0.01565, 0.00738,-0.0127,0.4220,0.6916,-1.3923, 0.0000, 0.2594
  5.000, 0.5610, 0.01620, 0.00809,-0.0068,0.3903,0.7454,-1.5404, 0.0000, 0.2435
  6.000, 0.6389, 0.01704, 0.00912,-0.0005,0.3595,0.8072,-1.7001, 0.0000, 0.2309
  7.000, 0.7156, 0.01828, 0.01051, 0.0056,0.3301,0.8778,-1.8751, 0.0000, 0.2210
  8.000, 0.8045, 0.02004, 0.01230, 0.0083,0.3010,0.9440,-2.0811, 0.0000, 0.2173
  9.000, 0.9154, 0.02239, 0.01460, 0.0048,0.2716,0.9876,-2.3307, 0.0000, 0.2215
 10.000, 0.9762, 0.02469, 0.01683, 0.0094,0.2478,1.0000,-2.5316, 0.0000, 0.2155
 11.000, 1.0100, 0.02749, 0.01961, 0.0180,0.2266,1.0000,-2.7142, 0.0000, 0.2052
 12.000, 1.0509, 0.03126, 0.02340, 0.0236,0.2076,1.0000,-2.9098, 0.0000, 0.1986
 13.000, 1.0865, 0.03624, 0.02842, 0.0278,0.1890,1.0000,-3.1030, 0.0000, 0.1933
 14.000, 1.1158, 0.04246, 0.03472, 0.0307,0.1734,1.0000,-3.2969, 0.0000, 0.1891
 15.000, 1.1353, 0.05036, 0.04269, 0.0322,0.1576,1.0000,-3.4681, 0.0000, 0.1858


