xflr5 v6.49

 Calculated polar for: NACA 4718

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1059, 0.02560, 0.01668,-0.1131,0.8516,0.3980,-0.9482, 0.0000, 1.3376
 -1.000, 0.2239, 0.02474, 0.01606,-0.1138,0.8253,0.4617,-0.7378, 0.0000, 0.7616
  0.000, 0.3189, 0.02442, 0.01600,-0.1103,0.7855,0.5228,-0.7271, 0.0000, 0.5940
  1.000, 0.4316, 0.02357, 0.01536,-0.1090,0.7499,0.5873,-0.8282, 0.0000, 0.4980
  2.000, 0.5606, 0.02211, 0.01400,-0.1098,0.7145,0.6500,-0.9546, 0.0000, 0.4395
  3.000, 0.6999, 0.02073, 0.01257,-0.1125,0.6682,0.7083,-1.1091, 0.0000, 0.4030
  4.000, 0.8334, 0.02023, 0.01193,-0.1149,0.6109,0.7605,-1.2889, 0.0000, 0.3790
  5.000, 0.9383, 0.02074, 0.01231,-0.1128,0.5519,0.8132,-1.4798, 0.0000, 0.3602
  6.000, 1.0186, 0.02154, 0.01318,-0.1064,0.4956,0.8908,-1.6826, 0.0000, 0.3430
  7.000, 1.1004, 0.02304, 0.01450,-0.1020,0.4394,1.0000,-1.9203, 0.0000, 0.3299
  8.000, 1.1738, 0.02536, 0.01664,-0.0967,0.3842,1.0000,-2.1830, 0.0000, 0.3181
  9.000, 1.2353, 0.02820, 0.01932,-0.0900,0.3316,1.0000,-2.4567, 0.0000, 0.3070
 10.000, 1.2858, 0.03174, 0.02275,-0.0824,0.2824,1.0000,-2.7330, 0.0000, 0.2966
 11.000, 1.3254, 0.03621, 0.02721,-0.0744,0.2383,1.0000,-3.0120, 0.0000, 0.2869
 12.000, 1.3543, 0.04182, 0.03283,-0.0667,0.1999,1.0000,-3.2874, 0.0000, 0.2782
 13.000, 1.3768, 0.04870, 0.03990,-0.0601,0.1686,1.0000,-3.5475, 0.0000, 0.2706
 14.000, 1.3890, 0.05731, 0.04870,-0.0549,0.1442,1.0000,-3.7828, 0.0000, 0.2645
 15.000, 1.3929, 0.06782, 0.05945,-0.0517,0.1248,1.0000,-4.0199, 0.0000, 0.2599


