xflr5 v6.49

 Calculated polar for: Aerofoil1323

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3377, 0.01736, 0.00879,-0.1398,0.8258,0.0729,-1.5292, 0.0000, 0.6669
 -1.000, 0.4351, 0.01658, 0.00797,-0.1373,0.8077,0.1166,-0.9689, 0.0000, 0.5666
  0.000, 0.5560, 0.01545, 0.00697,-0.1389,0.7933,0.2066,-0.7087, 0.0000, 0.4994
  1.000, 0.6477, 0.01502, 0.00720,-0.1355,0.7718,0.4309,-0.7597, 0.0000, 0.4577
  3.000, 0.8745, 0.01424, 0.00715,-0.1356,0.7318,1.0000,-0.9031, 0.0000, 0.4015
  4.000, 0.9775, 0.01466, 0.00769,-0.1339,0.7071,1.0000,-1.1416, 0.0000, 0.3824
  5.000, 1.0822, 0.01474, 0.00799,-0.1319,0.6683,1.0000,-1.9477, 0.0000, 0.3662
  6.000, 1.1436, 0.01528, 0.00771,-0.1203,0.4869,1.0000,-2.6296, 0.0000, 0.3483
  7.000, 1.1046, 0.02094, 0.01137,-0.0957,0.1656,1.0000,-2.8593, 0.0000, 0.3285
  8.000, 1.1125, 0.02697, 0.01653,-0.0822,0.0188,1.0000,-3.2630, 0.0000, 0.3146
  9.000, 1.1504, 0.03189, 0.02194,-0.0739,0.0158,1.0000,-3.8053, 0.0000, 0.3035
 10.000, 1.1820, 0.03780, 0.02832,-0.0663,0.0139,1.0000,-4.3412, 0.0000, 0.2940
 11.000, 1.2174, 0.04480, 0.03565,-0.0604,0.0130,1.0000,-4.8772, 0.0000, 0.2859
 12.000, 1.2903, 0.05168, 0.04289,-0.0575,0.0125,1.0000,-5.5362, 0.0000, 0.2793
 13.000, 1.3537, 0.06115, 0.05320,-0.0547,0.0124,1.0000,-6.1045, 0.0000, 0.2736
 14.000, 1.3569, 0.07465, 0.06771,-0.0510,0.0122,1.0000,-6.4323, 0.0000, 0.2691
 15.000, 1.3169, 0.09237, 0.08642,-0.0507,0.0121,1.0000,-6.4636, 0.0000, 0.2682


