xflr5 v6.49

 Calculated polar for: Aerofoil1110

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4640, 0.01588, 0.00715,-0.1482,0.7136,0.0671,-1.5519, 0.0000, 0.5712
 -1.000, 0.5719, 0.01500, 0.00593,-0.1474,0.6879,0.1103,-0.9581, 0.0000, 0.5077
  0.000, 0.6704, 0.01464, 0.00563,-0.1450,0.6631,0.1888,-0.9293, 0.0000, 0.4649
  1.000, 0.7704, 0.01434, 0.00571,-0.1431,0.6394,0.3871,-1.0179, 0.0000, 0.4330
  3.000, 0.9809, 0.01446, 0.00631,-0.1408,0.5904,1.0000,-1.2894, 0.0000, 0.3883
  4.000, 1.0722, 0.01519, 0.00697,-0.1370,0.5625,1.0000,-1.4416, 0.0000, 0.3713
  5.000, 1.1600, 0.01597, 0.00776,-0.1327,0.5322,1.0000,-1.6025, 0.0000, 0.3565
  6.000, 1.1932, 0.01688, 0.00816,-0.1174,0.4274,1.0000,-1.7185, 0.0000, 0.3391
  7.000, 1.1698, 0.02090, 0.01100,-0.0953,0.2472,1.0000,-1.7828, 0.0000, 0.3208
  8.000, 1.1199, 0.02919, 0.01787,-0.0762,0.0184,1.0000,-1.7979, 0.0000, 0.3059
  9.000, 1.1568, 0.03370, 0.02277,-0.0693,0.0129,1.0000,-2.0362, 0.0000, 0.2962
 10.000, 1.1843, 0.03963, 0.02921,-0.0632,0.0113,1.0000,-2.4364, 0.0000, 0.2879
 11.000, 1.2044, 0.04707, 0.03723,-0.0583,0.0107,1.0000,-2.8088, 0.0000, 0.2813
 12.000, 1.2105, 0.05705, 0.04783,-0.0551,0.0106,1.0000,-3.1607, 0.0000, 0.2766
 13.000, 1.2005, 0.07051, 0.06190,-0.0545,0.0105,1.0000,-3.4306, 0.0000, 0.2747
 14.000, 1.1861, 0.08628, 0.07816,-0.0565,0.0106,1.0000,-3.6526, 0.0000, 0.2751
 15.000, 1.1954, 0.09891, 0.09104,-0.0580,0.0104,1.0000,-4.0065, 0.0000, 0.2740


