xflr5 v6.49

 Calculated polar for: NACA 5624

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1676, 0.02256, 0.01389,-0.1154,0.7245,0.3194,-1.1317, 0.0000, 0.9564
 -1.000, 0.2912, 0.02154, 0.01292,-0.1172,0.7051,0.3597,-0.9522, 0.0000, 0.6552
  0.000, 0.4281, 0.02026, 0.01165,-0.1211,0.6838,0.4041,-1.0623, 0.0000, 0.5294
  1.000, 0.5303, 0.02033, 0.01173,-0.1196,0.6514,0.4483,-1.1566, 0.0000, 0.4682
  2.000, 0.6343, 0.02051, 0.01197,-0.1183,0.6177,0.4946,-1.2595, 0.0000, 0.4266
  3.000, 0.7385, 0.02093, 0.01236,-0.1172,0.5846,0.5432,-1.3703, 0.0000, 0.3966
  4.000, 0.8343, 0.02178, 0.01317,-0.1149,0.5523,0.5931,-1.4837, 0.0000, 0.3737
  5.000, 0.9210, 0.02294, 0.01439,-0.1113,0.5212,0.6413,-1.5994, 0.0000, 0.3550
  6.000, 1.0005, 0.02439, 0.01590,-0.1069,0.4914,0.6931,-1.7192, 0.0000, 0.3392
  7.000, 1.0717, 0.02611, 0.01782,-0.1014,0.4628,0.7635,-1.8426, 0.0000, 0.3251
  8.000, 1.1275, 0.02771, 0.01972,-0.0934,0.4356,1.0000,-1.9631, 0.0000, 0.3115
  9.000, 1.1928, 0.03058, 0.02245,-0.0889,0.4085,1.0000,-2.1035, 0.0000, 0.3013
 10.000, 1.2508, 0.03400, 0.02582,-0.0840,0.3822,1.0000,-2.2500, 0.0000, 0.2920
 11.000, 1.3012, 0.03806, 0.02985,-0.0787,0.3565,1.0000,-2.4009, 0.0000, 0.2834
 12.000, 1.3443, 0.04295, 0.03478,-0.0736,0.3313,1.0000,-2.5566, 0.0000, 0.2755
 13.000, 1.3793, 0.04878, 0.04065,-0.0686,0.3067,1.0000,-2.7154, 0.0000, 0.2683
 14.000, 1.4057, 0.05574, 0.04769,-0.0640,0.2831,1.0000,-2.8688, 0.0000, 0.2618
 15.000, 1.4252, 0.06387, 0.05594,-0.0602,0.2606,1.0000,-3.0212, 0.0000, 0.2562


