xflr5 v6.49

 Calculated polar for: NACA 5521

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3473, 0.01503, 0.00660,-0.1346,0.6908,0.2817,-0.9310, 0.0000, 0.6433
 -1.000, 0.4515, 0.01490, 0.00651,-0.1332,0.6657,0.3294,-1.0121, 0.0000, 0.5454
  0.000, 0.5569, 0.01490, 0.00651,-0.1319,0.6411,0.3817,-1.1008, 0.0000, 0.4840
  1.000, 0.6607, 0.01499, 0.00665,-0.1304,0.6151,0.4447,-1.1953, 0.0000, 0.4419
  2.000, 0.7526, 0.01524, 0.00710,-0.1266,0.5882,0.5160,-1.2886, 0.0000, 0.4107
  3.000, 0.8380, 0.01559, 0.00771,-0.1216,0.5617,0.6084,-1.3847, 0.0000, 0.3858
  4.000, 0.9212, 0.01600, 0.00859,-0.1161,0.5362,0.7651,-1.4876, 0.0000, 0.3649
  5.000, 1.0081, 0.01670, 0.00945,-0.1115,0.5100,1.0000,-1.6028, 0.0000, 0.3478
  6.000, 1.0877, 0.01803, 0.01057,-0.1067,0.4830,1.0000,-1.7235, 0.0000, 0.3336
  7.000, 1.1612, 0.01969, 0.01210,-0.1013,0.4552,1.0000,-1.8521, 0.0000, 0.3211
  8.000, 1.2278, 0.02177, 0.01415,-0.0955,0.4279,1.0000,-1.9898, 0.0000, 0.3098
  9.000, 1.2888, 0.02434, 0.01672,-0.0895,0.4003,1.0000,-2.1419, 0.0000, 0.2997
 10.000, 1.3428, 0.02752, 0.01992,-0.0833,0.3724,1.0000,-2.3080, 0.0000, 0.2904
 11.000, 1.3889, 0.03146, 0.02389,-0.0771,0.3442,1.0000,-2.4850, 0.0000, 0.2819
 12.000, 1.4273, 0.03639, 0.02887,-0.0712,0.3156,1.0000,-2.6730, 0.0000, 0.2742
 13.000, 1.4564, 0.04251, 0.03506,-0.0657,0.2871,1.0000,-2.8622, 0.0000, 0.2672
 14.000, 1.4775, 0.04992, 0.04254,-0.0609,0.2591,1.0000,-3.0507, 0.0000, 0.2610
 15.000, 1.4903, 0.05863, 0.05135,-0.0569,0.2321,1.0000,-3.2332, 0.0000, 0.2556


