xflr5 v6.49

 Calculated polar for: Aerofoil1130

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3327, 0.01247, 0.00470,-0.1169,0.7476,0.0610,-1.6031, 0.0000, 0.6030
 -1.000, 0.4404, 0.01177, 0.00370,-0.1156,0.6985,0.1013,-0.9799, 0.0000, 0.5123
  0.000, 0.5469, 0.01149, 0.00324,-0.1141,0.6479,0.1728,-0.8449, 0.0000, 0.4573
  1.000, 0.6517, 0.01131, 0.00319,-0.1126,0.5943,0.3244,-0.9894, 0.0000, 0.4204
  3.000, 0.8582, 0.01120, 0.00370,-0.1087,0.4828,1.0000,-1.3207, 0.0000, 0.3722
  4.000, 0.9316, 0.01394, 0.00479,-0.1024,0.2371,1.0000,-1.4751, 0.0000, 0.3545
  5.000, 0.9991, 0.01779, 0.00736,-0.0960,0.0098,1.0000,-1.6277, 0.0000, 0.3396
  6.000, 1.0838, 0.01971, 0.00963,-0.0914,0.0087,1.0000,-1.8062, 0.0000, 0.3267
  7.000, 1.1547, 0.02238, 0.01278,-0.0849,0.0086,1.0000,-2.2329, 0.0000, 0.3147
  8.000, 1.1951, 0.02587, 0.01678,-0.0743,0.0084,1.0000,-2.7559, 0.0000, 0.3021
  9.000, 1.1948, 0.03185, 0.02312,-0.0618,0.0086,1.0000,-3.0979, 0.0000, 0.2903
 10.000, 1.2081, 0.03886, 0.03039,-0.0546,0.0091,1.0000,-3.4847, 0.0000, 0.2823
 11.000, 1.2352, 0.04641, 0.03832,-0.0502,0.0105,1.0000,-3.8805, 0.0000, 0.2761
 12.000, 1.2937, 0.05291, 0.04504,-0.0466,0.0137,1.0000,-4.3902, 0.0000, 0.2699


