xflr5 v6.49

 Calculated polar for: NACA 0716

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.2341, 0.01573, 0.00762,-0.0024,0.8679,0.5973,-0.8572, 0.0000, 0.2321
 -1.000,-0.1156, 0.01515, 0.00726,-0.0017,0.8122,0.6741,-0.6867, 0.0000, 0.2279
  0.000, 0.0000, 0.01492, 0.00709,-0.0000,0.7469,0.7469,-0.5514, 0.0000, 0.3068
  1.000, 0.1156, 0.01515, 0.00726, 0.0017,0.6741,0.8122,-0.6867, 0.0000, 0.2279
  2.000, 0.2340, 0.01572, 0.00762, 0.0024,0.5973,0.8679,-0.8572, 0.0000, 0.2320
  3.000, 0.3598, 0.01652, 0.00817, 0.0008,0.5167,0.9127,-1.0793, 0.0000, 0.2396
  4.000, 0.4941, 0.01746, 0.00886,-0.0034,0.4336,0.9493,-1.3626, 0.0000, 0.2485
  5.000, 0.6338, 0.01856, 0.00965,-0.0098,0.3488,0.9805,-1.7167, 0.0000, 0.2565
  6.000, 0.7608, 0.01986, 0.01072,-0.0147,0.2703,1.0000,-2.1157, 0.0000, 0.2596
  7.000, 0.8202, 0.02138, 0.01204,-0.0064,0.2166,1.0000,-2.4318, 0.0000, 0.2469
  8.000, 0.8733, 0.02332, 0.01390, 0.0030,0.1736,1.0000,-2.7675, 0.0000, 0.2345
  9.000, 0.9206, 0.02566, 0.01618, 0.0130,0.1403,1.0000,-3.0988, 0.0000, 0.2225
 10.000, 0.9621, 0.02861, 0.01918, 0.0230,0.1176,1.0000,-3.4409, 0.0000, 0.2114
 11.000, 0.9952, 0.03225, 0.02295, 0.0325,0.0998,1.0000,-3.7931, 0.0000, 0.2011
 12.000, 1.0268, 0.03726, 0.02810, 0.0390,0.0874,1.0000,-4.1360, 0.0000, 0.1941
 13.000, 1.0508, 0.04379, 0.03513, 0.0430,0.0768,1.0000,-4.4433, 0.0000, 0.1894
 14.000, 1.0602, 0.05284, 0.04454, 0.0443,0.0695,1.0000,-4.6852, 0.0000, 0.1865
 15.000, 1.0489, 0.06558, 0.05787, 0.0421,0.0640,1.0000,-4.8099, 0.0000, 0.1860


