xflr5 v6.49

 Calculated polar for: NACA 4824

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0276, 0.02604, 0.01708,-0.1000,0.7605,0.4002,-1.1360, 0.0000, 3.9764
 -1.000, 0.1763, 0.02438, 0.01546,-0.1060,0.7336,0.4430,-0.9376, 0.0000, 0.8555
  0.000, 0.3301, 0.02305, 0.01410,-0.1129,0.7003,0.4877,-0.9442, 0.0000, 0.5876
  1.000, 0.4702, 0.02258, 0.01359,-0.1177,0.6601,0.5319,-1.0713, 0.0000, 0.4923
  2.000, 0.5914, 0.02283, 0.01379,-0.1191,0.6183,0.5748,-1.1972, 0.0000, 0.4413
  3.000, 0.6993, 0.02350, 0.01440,-0.1182,0.5773,0.6166,-1.3259, 0.0000, 0.4070
  4.000, 0.7970, 0.02450, 0.01535,-0.1155,0.5380,0.6581,-1.4596, 0.0000, 0.3812
  5.000, 0.8848, 0.02577, 0.01659,-0.1109,0.5012,0.6967,-1.5989, 0.0000, 0.3599
  6.000, 0.9593, 0.02730, 0.01817,-0.1041,0.4664,0.7305,-1.7403, 0.0000, 0.3414
  7.000, 1.0281, 0.02915, 0.02011,-0.0972,0.4333,0.7639,-1.8894, 0.0000, 0.3258
  8.000, 1.0925, 0.03132, 0.02237,-0.0902,0.4016,0.7979,-2.0481, 0.0000, 0.3121
  9.000, 1.1528, 0.03376, 0.02489,-0.0834,0.3717,0.8296,-2.2166, 0.0000, 0.3002
 10.000, 1.2056, 0.03656, 0.02774,-0.0761,0.3436,0.8599,-2.3902, 0.0000, 0.2892
 11.000, 1.2492, 0.03982, 0.03103,-0.0683,0.3169,0.8921,-2.5643, 0.0000, 0.2789
 12.000, 1.2753, 0.04437, 0.03582,-0.0600,0.2915,0.9298,-2.7208, 0.0000, 0.2692
 13.000, 1.2951, 0.05068, 0.04246,-0.0544,0.2674,1.0000,-2.8739, 0.0000, 0.2620
 14.000, 1.3223, 0.05899, 0.05093,-0.0525,0.2447,1.0000,-3.0394, 0.0000, 0.2575
 15.000, 1.3428, 0.06820, 0.06023,-0.0512,0.2238,1.0000,-3.2014, 0.0000, 0.2537


