xflr5 v6.49

 Calculated polar for: NACA 4724

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0651, 0.02162, 0.01328,-0.0980,0.7423,0.3646,-1.1227, 0.0000, 1.8000
 -1.000, 0.2031, 0.02000, 0.01168,-0.1019,0.7132,0.4057,-0.9278, 0.0000, 0.7555
  0.000, 0.3562, 0.01852, 0.01011,-0.1085,0.6785,0.4505,-0.9854, 0.0000, 0.5506
  1.000, 0.4813, 0.01837, 0.00989,-0.1107,0.6362,0.4940,-1.1007, 0.0000, 0.4725
  2.000, 0.5922, 0.01877, 0.01023,-0.1106,0.5954,0.5373,-1.2165, 0.0000, 0.4267
  3.000, 0.6919, 0.01952, 0.01094,-0.1085,0.5566,0.5802,-1.3350, 0.0000, 0.3947
  4.000, 0.7837, 0.02052, 0.01191,-0.1051,0.5198,0.6222,-1.4589, 0.0000, 0.3702
  5.000, 0.8698, 0.02176, 0.01312,-0.1009,0.4852,0.6636,-1.5904, 0.0000, 0.3504
  6.000, 0.9518, 0.02320, 0.01448,-0.0963,0.4519,0.7033,-1.7316, 0.0000, 0.3340
  7.000, 1.0249, 0.02491, 0.01628,-0.0908,0.4207,0.7404,-1.8784, 0.0000, 0.3196
  8.000, 1.0943, 0.02685, 0.01832,-0.0850,0.3909,0.7771,-2.0359, 0.0000, 0.3071
  9.000, 1.1558, 0.02913, 0.02075,-0.0785,0.3624,0.8192,-2.1998, 0.0000, 0.2955
 10.000, 1.2043, 0.03155, 0.02343,-0.0701,0.3358,0.9107,-2.3627, 0.0000, 0.2840
 11.000, 1.2568, 0.03501, 0.02682,-0.0649,0.3092,1.0000,-2.5414, 0.0000, 0.2755
 12.000, 1.3025, 0.03970, 0.03142,-0.0598,0.2832,1.0000,-2.7246, 0.0000, 0.2678
 13.000, 1.3390, 0.04549, 0.03736,-0.0550,0.2596,1.0000,-2.9054, 0.0000, 0.2609
 14.000, 1.3675, 0.05247, 0.04449,-0.0508,0.2377,1.0000,-3.0800, 0.0000, 0.2548
 15.000, 1.3861, 0.06087, 0.05300,-0.0474,0.2174,1.0000,-3.2437, 0.0000, 0.2495


