xflr5 v6.49

 Calculated polar for: Aerofoil5005

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4767, 0.01024, 0.00297,-0.1423,0.5974,0.0378,-1.8239, 0.0000, 0.5502
 -1.000, 0.5825, 0.00998, 0.00260,-0.1406,0.5786,0.0600,-1.1540, 0.0000, 0.4912
  0.000, 0.6895, 0.00975, 0.00248,-0.1393,0.5634,0.1047,-0.9461, 0.0000, 0.4503
  1.000, 0.7929, 0.00978, 0.00256,-0.1373,0.5430,0.1775,-1.0285, 0.0000, 0.4202
  2.000, 0.8974, 0.00963, 0.00279,-0.1358,0.5276,0.3294,-1.1461, 0.0000, 0.3970
  4.000, 1.0984, 0.00941, 0.00357,-0.1312,0.4697,1.0000,-1.4872, 0.0000, 0.3625
  5.000, 1.1890, 0.01000, 0.00406,-0.1270,0.4369,1.0000,-1.6820, 0.0000, 0.3485
  6.000, 1.2651, 0.01086, 0.00474,-0.1200,0.3870,1.0000,-1.8808, 0.0000, 0.3352
  7.000, 1.3202, 0.01230, 0.00589,-0.1095,0.3188,1.0000,-2.0674, 0.0000, 0.3218
  8.000, 1.3647, 0.01427, 0.00759,-0.0979,0.2534,1.0000,-2.2579, 0.0000, 0.3091
  9.000, 1.4035, 0.01661, 0.00977,-0.0866,0.2067,1.0000,-2.4468, 0.0000, 0.2975
 10.000, 1.4404, 0.01934, 0.01252,-0.0764,0.1776,1.0000,-2.6492, 0.0000, 0.2872
 11.000, 1.4704, 0.02301, 0.01627,-0.0672,0.1555,1.0000,-2.8508, 0.0000, 0.2781
 12.000, 1.4922, 0.02802, 0.02136,-0.0593,0.1324,1.0000,-3.2721, 0.0000, 0.2702
 13.000, 1.5177, 0.03356, 0.02709,-0.0535,0.1172,1.0000,-3.7217, 0.0000, 0.2637
 14.000, 1.5347, 0.04054, 0.03423,-0.0489,0.1009,1.0000,-4.1517, 0.0000, 0.2582
 15.000, 1.5495, 0.04850, 0.04237,-0.0457,0.0864,1.0000,-4.5855, 0.0000, 0.2537


