xflr5 v6.49

 Calculated polar for: Aerofoil1812

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3838, 0.01550, 0.00666,-0.1282,0.7377,0.1044,-1.3271, 0.0000, 0.5861
 -1.000, 0.4908, 0.01484, 0.00565,-0.1271,0.7117,0.1286,-0.7318, 0.0000, 0.5093
  0.000, 0.5980, 0.01447, 0.00516,-0.1261,0.6874,0.1579,-0.7997, 0.0000, 0.4599
  1.000, 0.6959, 0.01433, 0.00512,-0.1234,0.6627,0.1987,-0.8672, 0.0000, 0.4251
  3.000, 0.9143, 0.01368, 0.00582,-0.1225,0.6185,1.0000,-1.1206, 0.0000, 0.3796
  4.000, 1.0054, 0.01434, 0.00651,-0.1185,0.5908,1.0000,-1.3034, 0.0000, 0.3622
  5.000, 1.0939, 0.01490, 0.00702,-0.1137,0.5507,1.0000,-1.5130, 0.0000, 0.3471
  6.000, 1.1779, 0.01566, 0.00789,-0.1083,0.5116,1.0000,-1.7434, 0.0000, 0.3338
  7.000, 1.2485, 0.01660, 0.00899,-0.1005,0.4596,1.0000,-1.9806, 0.0000, 0.3210
  8.000, 1.2872, 0.01808, 0.01037,-0.0871,0.3734,1.0000,-2.3965, 0.0000, 0.3067
  9.000, 1.2953, 0.02123, 0.01311,-0.0705,0.2730,1.0000,-2.8098, 0.0000, 0.2921
 10.000, 1.3050, 0.02550, 0.01728,-0.0573,0.2097,1.0000,-3.2364, 0.0000, 0.2800
 11.000, 1.3210, 0.03058, 0.02246,-0.0477,0.1671,1.0000,-3.7173, 0.0000, 0.2706
 12.000, 1.3317, 0.03702, 0.02897,-0.0404,0.1298,1.0000,-4.1983, 0.0000, 0.2630
 13.000, 1.3487, 0.04406, 0.03629,-0.0357,0.0961,1.0000,-4.7095, 0.0000, 0.2572
 14.000, 1.3538, 0.05333, 0.04569,-0.0327,0.0553,1.0000,-5.1379, 0.0000, 0.2528
 15.000, 1.3386, 0.06647, 0.05892,-0.0319,0.0282,1.0000,-5.5913, 0.0000, 0.2505


