xflr5 v6.49

 Calculated polar for: NACA 1712

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.1846, 0.01508, 0.00709,-0.0236,0.9651,0.5938,-0.8543, 0.0000, 0.1162
 -1.000,-0.0432, 0.01473, 0.00708,-0.0287,0.9356,0.7145,-0.5797, 0.0000,-0.4248
  0.000, 0.0892, 0.01418, 0.00682,-0.0307,0.8973,0.8145,-0.4352, 0.0000, 0.5931
  1.000, 0.2200, 0.01362, 0.00650,-0.0317,0.8410,0.9096,-0.5778, 0.0000, 0.3914
  2.000, 0.3900, 0.01312, 0.00594,-0.0414,0.7482,0.9810,-0.8320, 0.0000, 0.3527
  3.000, 0.5114, 0.01345, 0.00572,-0.0426,0.6129,1.0000,-1.1398, 0.0000, 0.3290
  4.000, 0.5982, 0.01457, 0.00627,-0.0374,0.4798,1.0000,-1.4772, 0.0000, 0.3075
  5.000, 0.6842, 0.01619, 0.00733,-0.0325,0.3425,1.0000,-1.8804, 0.0000, 0.2917
  6.000, 0.7687, 0.01839, 0.00899,-0.0281,0.2125,1.0000,-2.3459, 0.0000, 0.2798
  7.000, 0.8512, 0.02116, 0.01144,-0.0238,0.1267,1.0000,-2.8603, 0.0000, 0.2702
  8.000, 0.9288, 0.02446, 0.01467,-0.0190,0.0863,1.0000,-3.3907, 0.0000, 0.2616
  9.000, 1.0004, 0.02844, 0.01884,-0.0136,0.0659,1.0000,-3.9611, 0.0000, 0.2537
 10.000, 1.0660, 0.03321, 0.02395,-0.0081,0.0539,1.0000,-4.5208, 0.0000, 0.2464
 11.000, 1.1172, 0.03858, 0.02969,-0.0016,0.0456,1.0000,-5.0676, 0.0000, 0.2389
 12.000, 1.1428, 0.04643, 0.03847, 0.0061,0.0407,1.0000,-5.4766, 0.0000, 0.2308
 13.000, 1.1439, 0.05525, 0.04780, 0.0113,0.0370,1.0000,-5.8351, 0.0000, 0.2246
 14.000, 1.0951, 0.07245, 0.06591, 0.0092,0.0357,1.0000,-5.7816, 0.0000, 0.2243
 15.000, 0.9746, 0.10884, 0.10327,-0.0129,0.0360,1.0000,-5.0143, 0.0000, 0.2441


