xflr5 v6.49

 Calculated polar for: Aerofoil1220

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3034, 0.01377, 0.00503,-0.0998,0.7147,0.0116,-2.0131, 0.0000, 0.5815
 -1.000, 0.4026, 0.01265, 0.00395,-0.0970,0.6891,0.1167,-1.3138, 0.0000, 0.4915
  0.000, 0.4976, 0.01255, 0.00384,-0.0937,0.6651,0.1852,-0.7574, 0.0000, 0.4374
  1.000, 0.7065, 0.01115, 0.00416,-0.1158,0.6434,0.9487,-0.8832, 0.0000, 0.4117
  2.000, 0.8607, 0.01179, 0.00449,-0.1256,0.6196,1.0000,-1.0086, 0.0000, 0.3926
  3.000, 0.9445, 0.01226, 0.00500,-0.1203,0.5974,1.0000,-1.1619, 0.0000, 0.3729
  4.000, 1.0221, 0.01275, 0.00546,-0.1135,0.5614,1.0000,-1.3383, 0.0000, 0.3554
  5.000, 1.0978, 0.01336, 0.00616,-0.1065,0.5270,1.0000,-1.5383, 0.0000, 0.3401
  6.000, 1.1674, 0.01412, 0.00707,-0.0983,0.4860,1.0000,-1.7554, 0.0000, 0.3260
  7.000, 1.2193, 0.01517, 0.00819,-0.0866,0.4253,1.0000,-2.3587, 0.0000, 0.3115
  8.000, 1.2312, 0.01715, 0.00991,-0.0680,0.3256,1.0000,-3.2662, 0.0000, 0.2943
  9.000, 1.2370, 0.02058, 0.01309,-0.0512,0.2329,1.0000,-4.1973, 0.0000, 0.2790
 10.000, 1.2443, 0.02522, 0.01758,-0.0381,0.1594,1.0000,-5.1897, 0.0000, 0.2666
 11.000, 1.2565, 0.03081, 0.02321,-0.0287,0.1056,1.0000,-6.2445, 0.0000, 0.2570
 12.000, 1.2311, 0.04075, 0.03259,-0.0196,0.0182,1.0000,-6.8523, 0.0000, 0.2483
 13.000, 1.2233, 0.05065, 0.04290,-0.0143,0.0069,1.0000,-7.5618, 0.0000, 0.2421
 14.000, 1.2104, 0.06244, 0.05526,-0.0116,0.0039,1.0000,-8.1285, 0.0000, 0.2379
 15.000, 1.1864, 0.07716, 0.07060,-0.0116,0.0030,1.0000,-8.5190, 0.0000, 0.2361


