xflr5 v6.49

 Calculated polar for: Aerofoil1223

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4837, 0.02613, 0.02047,-0.1583,0.7091,0.0255,-1.5724, 0.0000, 0.5786
 -1.000, 0.5989, 0.01901, 0.01170,-0.1607,0.6847,0.0265,-1.6068, 0.0000, 0.5184
  0.000, 0.7032, 0.01571, 0.00758,-0.1585,0.6592,0.0278,-1.2925, 0.0000, 0.4742
  1.000, 0.8074, 0.01438, 0.00604,-0.1560,0.6386,0.0334,-0.9200, 0.0000, 0.4408
  2.000, 0.9120, 0.01389, 0.00544,-0.1536,0.6162,0.0449,-1.0241, 0.0000, 0.4149
  3.000, 1.0128, 0.01377, 0.00581,-0.1506,0.5936,0.3272,-1.1942, 0.0000, 0.3940
  4.000, 1.1063, 0.01434, 0.00632,-0.1459,0.5544,0.3680,-1.3895, 0.0000, 0.3760
  5.000, 1.1999, 0.01477, 0.00672,-0.1415,0.5201,0.3783,-1.6126, 0.0000, 0.3608
  6.000, 1.2868, 0.01533, 0.00729,-0.1360,0.4760,0.3885,-1.8560, 0.0000, 0.3472
  7.000, 1.3580, 0.01630, 0.00819,-0.1277,0.4048,0.3997,-2.1005, 0.0000, 0.3342
  8.000, 1.3848, 0.01849, 0.00989,-0.1118,0.2991,0.4112,-2.4244, 0.0000, 0.3195
  9.000, 1.4084, 0.02146, 0.01263,-0.0974,0.2232,0.4256,-2.8228, 0.0000, 0.3064
 10.000, 1.4317, 0.02513, 0.01625,-0.0850,0.1790,0.4428,-3.2332, 0.0000, 0.2952
 11.000, 1.4585, 0.02937, 0.02067,-0.0753,0.1476,0.4771,-3.6682, 0.0000, 0.2858
 13.000, 1.5183, 0.04115, 0.03325,-0.0649,0.0971,1.0000,-4.6076, 0.0000, 0.2732
 14.000, 1.5333, 0.04890, 0.04121,-0.0602,0.0784,1.0000,-5.0528, 0.0000, 0.2677
 15.000, 1.5446, 0.05794, 0.05050,-0.0571,0.0587,1.0000,-5.4766, 0.0000, 0.2633


