xflr5 v6.49

 Calculated polar for: NACA 5713

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3313, 0.02057, 0.01322,-0.1673,0.8871,0.3154,-0.7662, 0.0000, 0.7591
 -1.000, 0.4770, 0.01974, 0.01268,-0.1739,0.8815,0.4141,-0.6195, 0.0000, 0.6156
  0.000, 0.5751, 0.01969, 0.01294,-0.1712,0.8619,0.4970,-0.6906, 0.0000, 0.5467
  1.000, 0.6836, 0.01928, 0.01284,-0.1698,0.8414,0.5774,-0.7811, 0.0000, 0.4960
  2.000, 0.7918, 0.01856, 0.01243,-0.1679,0.8150,0.6460,-0.8933, 0.0000, 0.4583
  3.000, 0.8827, 0.01824, 0.01235,-0.1626,0.7621,0.6989,-1.0349, 0.0000, 0.4292
  4.000, 1.0730, 0.01425, 0.00783,-0.1739,0.6478,0.7467,-1.4050, 0.0000, 0.4061
  5.000, 1.1507, 0.01602, 0.00902,-0.1668,0.5178,0.7859,-1.7252, 0.0000, 0.3877
  6.000, 1.2069, 0.01827, 0.01089,-0.1564,0.4030,0.8343,-2.0637, 0.0000, 0.3710
  7.000, 1.2566, 0.02072, 0.01300,-0.1455,0.2903,1.0000,-2.4292, 0.0000, 0.3558
  8.000, 1.3144, 0.02420, 0.01592,-0.1374,0.1828,1.0000,-2.8690, 0.0000, 0.3432
  9.000, 1.3705, 0.02794, 0.01935,-0.1296,0.1122,1.0000,-3.3309, 0.0000, 0.3317
 10.000, 1.4228, 0.03196, 0.02334,-0.1216,0.0762,1.0000,-3.8446, 0.0000, 0.3211
 11.000, 1.4677, 0.03657, 0.02809,-0.1134,0.0574,1.0000,-4.3516, 0.0000, 0.3112
 12.000, 1.5013, 0.04224, 0.03402,-0.1048,0.0466,1.0000,-4.8367, 0.0000, 0.3020
 13.000, 1.5213, 0.04958, 0.04161,-0.0964,0.0391,1.0000,-5.3232, 0.0000, 0.2938
 14.000, 1.5399, 0.05775, 0.05029,-0.0898,0.0347,1.0000,-5.8037, 0.0000, 0.2868
 15.000, 1.5404, 0.06884, 0.06172,-0.0851,0.0307,1.0000,-6.2070, 0.0000, 0.2816


