xflr5 v6.49

 Calculated polar for: Aerofoil1123

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4153, 0.01606, 0.00846,-0.1389,0.8051,0.0492,-1.8830, 0.0000, 0.5874
 -1.000, 0.5382, 0.01452, 0.00687,-0.1402,0.7922,0.0806,-1.1953, 0.0000, 0.5110
  0.000, 0.6328, 0.01396, 0.00645,-0.1364,0.7677,0.1352,-0.8164, 0.0000, 0.4645
  1.000, 0.7430, 0.01306, 0.00579,-0.1352,0.7375,0.2533,-0.9678, 0.0000, 0.4295
  3.000, 0.9637, 0.01159, 0.00505,-0.1327,0.6290,1.0000,-1.3203, 0.0000, 0.3825
  4.000, 1.0485, 0.01246, 0.00544,-0.1271,0.5542,1.0000,-1.5036, 0.0000, 0.3647
  5.000, 1.1012, 0.01392, 0.00636,-0.1159,0.4634,1.0000,-1.6659, 0.0000, 0.3474
  6.000, 1.1417, 0.01607, 0.00799,-0.1037,0.3685,1.0000,-1.8241, 0.0000, 0.3316
  7.000, 1.1857, 0.01867, 0.01017,-0.0934,0.2901,1.0000,-1.9980, 0.0000, 0.3181
  8.000, 1.2391, 0.02131, 0.01262,-0.0855,0.2404,1.0000,-2.1949, 0.0000, 0.3068
  9.000, 1.2932, 0.02423, 0.01547,-0.0786,0.2065,1.0000,-2.4053, 0.0000, 0.2969
 10.000, 1.3506, 0.02724, 0.01859,-0.0727,0.1832,1.0000,-2.6362, 0.0000, 0.2883
 11.000, 1.4069, 0.03057, 0.02214,-0.0673,0.1655,1.0000,-2.8708, 0.0000, 0.2806
 12.000, 1.4546, 0.03478, 0.02654,-0.0619,0.1503,1.0000,-3.2503, 0.0000, 0.2735
 13.000, 1.5020, 0.03929, 0.03138,-0.0574,0.1370,1.0000,-3.7785, 0.0000, 0.2671
 14.000, 1.5406, 0.04488, 0.03733,-0.0534,0.1224,1.0000,-4.2969, 0.0000, 0.2615
 15.000, 1.5661, 0.05217, 0.04491,-0.0501,0.1083,1.0000,-4.7796, 0.0000, 0.2566


