xflr5 v6.49

 Calculated polar for: NACA 6013

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3408, 0.00987, 0.00363,-0.0391,0.6597,0.8956,-0.7199, 0.0000, 0.3679
 -1.000, 0.4758, 0.01045, 0.00391,-0.0432,0.5780,0.9703,-0.9301, 0.0000, 0.3411
  1.000, 0.6956, 0.01225, 0.00491,-0.0440,0.3876,1.0001,-1.5459, 0.0000, 0.3094
  2.000, 0.7795, 0.01364, 0.00587,-0.0395,0.2884,1.0001,-1.9198, 0.0000, 0.2949
  3.000, 0.8635, 0.01542, 0.00722,-0.0357,0.1937,1.0001,-2.3528, 0.0000, 0.2836
  4.000, 0.9464, 0.01750, 0.00902,-0.0321,0.1241,1.0001,-2.8414, 0.0000, 0.2742
  5.000, 1.0255, 0.01982, 0.01125,-0.0283,0.0842,1.0001,-3.3772, 0.0000, 0.2659
  6.000, 1.0964, 0.02249, 0.01397,-0.0237,0.0627,1.0001,-3.9300, 0.0000, 0.2578
  7.000, 1.1500, 0.02572, 0.01738,-0.0170,0.0507,1.0001,-4.4509, 0.0000, 0.2488
  8.000, 1.1966, 0.02971, 0.02164,-0.0113,0.0425,1.0001,-5.0109, 0.0000, 0.2411
  9.000, 1.2305, 0.03525, 0.02757,-0.0063,0.0375,1.0001,-5.5145, 0.0000, 0.2345
 10.000, 1.2518, 0.04262, 0.03526,-0.0036,0.0331,1.0001,-5.9787, 0.0000, 0.2297
 11.000, 1.2604, 0.05245, 0.04560,-0.0029,0.0304,1.0001,-6.3460, 0.0000, 0.2266
 12.000, 1.2546, 0.06518, 0.05887,-0.0051,0.0282,1.0001,-6.6185, 0.0000, 0.2258
 13.000, 1.2336, 0.08166, 0.07584,-0.0108,0.0267,1.0001,-6.8101, 0.0000, 0.2279
 14.000, 1.1974, 0.10206, 0.09668,-0.0192,0.0253,1.0001,-6.8391, 0.0000, 0.2330
 15.000, 1.1257, 0.13238, 0.12776,-0.0345,0.0247,1.0001,-6.4288, 0.0000, 0.2462


