xflr5 v6.49

 Calculated polar for: Aerofoil5026

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4734, 0.00810, 0.00186,-0.1553,0.6085,0.0401,-1.6925, 0.0000, 0.5798
 -1.000, 0.5809, 0.00792, 0.00162,-0.1537,0.5857,0.0525,-1.1915, 0.0000, 0.5146
  0.000, 0.6896, 0.00780, 0.00153,-0.1523,0.5686,0.0704,-0.8517, 0.0000, 0.4696
  1.000, 0.7952, 0.00787, 0.00158,-0.1504,0.5436,0.0956,-0.9251, 0.0000, 0.4367
  2.000, 0.8987, 0.00805, 0.00173,-0.1481,0.5062,0.1267,-1.0275, 0.0000, 0.4112
  3.000, 1.0013, 0.00829, 0.00199,-0.1458,0.4723,0.1726,-1.2041, 0.0000, 0.3908
  4.000, 1.1008, 0.00866, 0.00241,-0.1429,0.4304,0.2445,-1.4077, 0.0000, 0.3739
  5.000, 1.1872, 0.00966, 0.00320,-0.1378,0.3378,0.3516,-1.6269, 0.0000, 0.3589
  7.000, 1.3283, 0.01177, 0.00560,-0.1220,0.1732,1.0000,-2.1003, 0.0000, 0.3321
  8.000, 1.3867, 0.01334, 0.00693,-0.1121,0.1264,1.0000,-2.5857, 0.0000, 0.3197
  9.000, 1.4455, 0.01491, 0.00842,-0.1028,0.1001,1.0000,-3.1354, 0.0000, 0.3085
 10.000, 1.4943, 0.01699, 0.01042,-0.0927,0.0746,1.0000,-3.7102, 0.0000, 0.2979
 11.000, 1.5299, 0.01993, 0.01330,-0.0820,0.0502,1.0000,-4.2608, 0.0000, 0.2878
 12.000, 1.5392, 0.02508, 0.01834,-0.0704,0.0182,1.0000,-4.7159, 0.0000, 0.2782
 13.000, 1.5650, 0.03023, 0.02362,-0.0628,0.0127,1.0000,-5.2538, 0.0000, 0.2708
 14.000, 1.5926, 0.03603, 0.02964,-0.0572,0.0111,1.0000,-5.8140, 0.0000, 0.2646
 15.000, 1.6120, 0.04332, 0.03717,-0.0529,0.0099,1.0000,-6.3488, 0.0000, 0.2594


