xflr5 v6.49

 Calculated polar for: Aerofoil1407

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4611, 0.01359, 0.00551,-0.1571,0.7701,0.0608,-1.5835, 0.0000, 0.5932
 -1.000, 0.5710, 0.01290, 0.00471,-0.1568,0.7473,0.1006,-0.9717, 0.0000, 0.5253
  0.000, 0.6816, 0.01250, 0.00429,-0.1567,0.7217,0.1749,-0.8759, 0.0000, 0.4790
  1.000, 0.7758, 0.01230, 0.00444,-0.1534,0.6975,0.3282,-0.9373, 0.0000, 0.4456
  3.000, 0.9979, 0.01213, 0.00509,-0.1536,0.6529,1.0000,-1.0878, 0.0000, 0.3993
  4.000, 1.0808, 0.01279, 0.00581,-0.1480,0.6300,1.0000,-1.2208, 0.0000, 0.3811
  5.000, 1.1647, 0.01349, 0.00651,-0.1426,0.6019,1.0000,-1.4071, 0.0000, 0.3653
  6.000, 1.2256, 0.01418, 0.00716,-0.1323,0.5582,1.0000,-1.5968, 0.0000, 0.3496
  7.000, 1.2885, 0.01517, 0.00825,-0.1232,0.5198,1.0000,-1.9124, 0.0000, 0.3358
  8.000, 1.3382, 0.01655, 0.00966,-0.1121,0.4680,1.0000,-2.4402, 0.0000, 0.3226
  9.000, 1.3533, 0.01925, 0.01213,-0.0964,0.3685,1.0000,-2.8798, 0.0000, 0.3085
 10.000, 1.3245, 0.02527, 0.01742,-0.0777,0.2348,1.0000,-3.1667, 0.0000, 0.2943
 11.000, 1.3269, 0.03151, 0.02342,-0.0666,0.1598,1.0000,-3.5804, 0.0000, 0.2842
 12.000, 1.3403, 0.03814, 0.02998,-0.0589,0.1096,1.0000,-4.0591, 0.0000, 0.2761
 13.000, 1.3473, 0.04639, 0.03806,-0.0529,0.0486,1.0000,-4.4941, 0.0000, 0.2695
 14.000, 1.3486, 0.05644, 0.04811,-0.0485,0.0214,1.0000,-4.8723, 0.0000, 0.2643
 15.000, 1.3564, 0.06692, 0.05907,-0.0465,0.0176,1.0000,-5.2833, 0.0000, 0.2605


