xflr5 v6.49

 Calculated polar for: Aerofoil1489

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4352, 0.02627, 0.01959,-0.1462,0.7346,0.0523,-1.2042, 0.0000, 0.5873
 -1.000, 0.5524, 0.01982, 0.01168,-0.1457,0.7099,0.0291,-1.2749, 0.0000, 0.5138
  0.000, 0.6642, 0.01700, 0.00792,-0.1445,0.6859,0.0327,-1.0156, 0.0000, 0.4664
  1.000, 0.7668, 0.01540, 0.00626,-0.1422,0.6619,0.0403,-0.9001, 0.0000, 0.4333
  2.000, 0.8712, 0.01490, 0.00565,-0.1406,0.6395,0.0691,-0.9949, 0.0000, 0.4081
  3.000, 0.9771, 0.01377, 0.00596,-0.1392,0.6172,1.0000,-1.1640, 0.0000, 0.3881
  4.000, 1.0728, 0.01440, 0.00647,-0.1358,0.5867,1.0000,-1.3566, 0.0000, 0.3710
  5.000, 1.1658, 0.01505, 0.00698,-0.1318,0.5470,1.0000,-1.5766, 0.0000, 0.3561
  6.000, 1.2540, 0.01587, 0.00782,-0.1271,0.5066,1.0000,-1.8190, 0.0000, 0.3431
  7.000, 1.3286, 0.01687, 0.00898,-0.1201,0.4490,1.0000,-2.0654, 0.0000, 0.3308
  8.000, 1.3720, 0.01862, 0.01046,-0.1076,0.3546,1.0000,-2.4410, 0.0000, 0.3174
  9.000, 1.3842, 0.02197, 0.01340,-0.0917,0.2592,1.0000,-2.8230, 0.0000, 0.3037
 10.000, 1.3995, 0.02625, 0.01757,-0.0792,0.2016,1.0000,-3.2230, 0.0000, 0.2925
 11.000, 1.4221, 0.03118, 0.02270,-0.0700,0.1668,1.0000,-3.6822, 0.0000, 0.2835
 12.000, 1.4386, 0.03748, 0.02913,-0.0629,0.1353,1.0000,-4.1364, 0.0000, 0.2762
 13.000, 1.4546, 0.04484, 0.03670,-0.0580,0.1085,1.0000,-4.5949, 0.0000, 0.2704
 14.000, 1.4715, 0.05315, 0.04540,-0.0550,0.0839,1.0000,-5.0552, 0.0000, 0.2659
 15.000, 1.4756, 0.06405, 0.05662,-0.0539,0.0568,1.0000,-5.4348, 0.0000, 0.2629


