xflr5 v6.49

 Calculated polar for: Aerofoil5030

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4962, 0.00827, 0.00206,-0.1623,0.6080,0.0264,-2.0004, 0.0000, 0.5787
 -1.000, 0.6051, 0.00805, 0.00173,-0.1610,0.5850,0.0330,-1.3848, 0.0000, 0.5161
  0.000, 0.7151, 0.00787, 0.00157,-0.1599,0.5681,0.0478,-0.8835, 0.0000, 0.4723
  1.000, 0.8222, 0.00788, 0.00160,-0.1583,0.5432,0.0832,-0.9399, 0.0000, 0.4401
  2.000, 0.9273, 0.00799, 0.00177,-0.1565,0.5042,0.1579,-1.0523, 0.0000, 0.4151
  3.000, 1.0313, 0.00817, 0.00211,-0.1545,0.4697,0.2801,-1.2330, 0.0000, 0.3950
  4.000, 1.1325, 0.00849, 0.00258,-0.1521,0.4245,0.4270,-1.4418, 0.0000, 0.3783
  6.000, 1.2968, 0.01060, 0.00464,-0.1406,0.2243,1.0000,-1.9054, 0.0000, 0.3499
  7.000, 1.3705, 0.01210, 0.00582,-0.1333,0.1634,1.0000,-2.1936, 0.0000, 0.3374
  8.000, 1.4317, 0.01360, 0.00711,-0.1237,0.1211,1.0000,-2.7071, 0.0000, 0.3252
  9.000, 1.4900, 0.01526, 0.00866,-0.1143,0.0938,1.0000,-3.2460, 0.0000, 0.3140
 10.000, 1.5417, 0.01726, 0.01063,-0.1046,0.0716,1.0000,-3.8294, 0.0000, 0.3036
 11.000, 1.5767, 0.02033, 0.01361,-0.0938,0.0457,1.0000,-4.3790, 0.0000, 0.2936
 12.000, 1.5898, 0.02541, 0.01861,-0.0825,0.0177,1.0000,-4.8515, 0.0000, 0.2843
 13.000, 1.6167, 0.03061, 0.02396,-0.0750,0.0129,1.0000,-5.3967, 0.0000, 0.2769
 14.000, 1.6430, 0.03671, 0.03029,-0.0694,0.0113,1.0000,-5.9523, 0.0000, 0.2707
 15.000, 1.6645, 0.04406, 0.03789,-0.0653,0.0102,1.0000,-6.4998, 0.0000, 0.2656


