xflr5 v6.49

 Calculated polar for: NACA 3916

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0130, 0.02204, 0.01385,-0.0955,0.9174,0.4748,-0.8681, 0.0000, 7.6986
 -1.000, 0.1532, 0.02083, 0.01288,-0.1004,0.8818,0.5514,-0.6494, 0.0000, 0.9082
  0.000, 0.2880, 0.01969, 0.01202,-0.1030,0.8403,0.6211,-0.6331, 0.0000, 0.6055
  1.000, 0.4343, 0.01849, 0.01093,-0.1072,0.7891,0.6844,-0.7711, 0.0000, 0.4927
  2.000, 0.5890, 0.01785, 0.01011,-0.1132,0.7166,0.7374,-0.9488, 0.0000, 0.4369
  3.000, 0.7018, 0.01841, 0.01045,-0.1112,0.6317,0.7793,-1.1385, 0.0000, 0.4022
  4.000, 0.7986, 0.01942, 0.01123,-0.1069,0.5495,0.8191,-1.3587, 0.0000, 0.3766
  5.000, 0.8743, 0.02056, 0.01217,-0.0985,0.4736,0.8540,-1.5990, 0.0000, 0.3542
  6.000, 0.9476, 0.02188, 0.01327,-0.0906,0.3985,0.8898,-1.8718, 0.0000, 0.3359
  7.000, 1.0139, 0.02323, 0.01452,-0.0820,0.3278,0.9237,-2.1702, 0.0000, 0.3200
  8.000, 1.0693, 0.02466, 0.01584,-0.0721,0.2635,0.9579,-2.4807, 0.0000, 0.3054
  9.000, 1.1221, 0.02667, 0.01779,-0.0633,0.2080,1.0000,-2.8139, 0.0000, 0.2930
 10.000, 1.1867, 0.03059, 0.02171,-0.0585,0.1613,1.0000,-3.1912, 0.0000, 0.2845
 11.000, 1.2405, 0.03535, 0.02666,-0.0532,0.1291,1.0000,-3.5737, 0.0000, 0.2765
 12.000, 1.2792, 0.04144, 0.03301,-0.0479,0.1071,1.0000,-3.9215, 0.0000, 0.2693
 13.000, 1.3074, 0.04910, 0.04101,-0.0438,0.0919,1.0000,-4.2637, 0.0000, 0.2636
 14.000, 1.3246, 0.05866, 0.05096,-0.0416,0.0807,1.0000,-4.5647, 0.0000, 0.2595
 15.000, 1.3331, 0.06992, 0.06250,-0.0415,0.0726,1.0000,-4.8289, 0.0000, 0.2572


