xflr5 v6.49

 Calculated polar for: Aerofoil1050

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3759, 0.01960, 0.01029,-0.1381,0.7912,0.0728,-1.6758, 0.0000, 0.6204
 -1.000, 0.4765, 0.01842, 0.00894,-0.1357,0.7668,0.1129,-1.1351, 0.0000, 0.5358
  0.000, 0.5847, 0.01769, 0.00837,-0.1347,0.7461,0.1943,-0.7763, 0.0000, 0.4800
  1.000, 0.6979, 0.01663, 0.00811,-0.1347,0.7254,0.5061,-0.8445, 0.0000, 0.4413
  3.000, 0.9135, 0.01756, 0.00925,-0.1324,0.6862,1.0000,-1.1161, 0.0000, 0.3909
  4.000, 0.9965, 0.01898, 0.01080,-0.1273,0.6633,1.0000,-1.3873, 0.0000, 0.3726
  5.000, 1.1063, 0.01847, 0.01017,-0.1248,0.6174,1.0000,-1.7571, 0.0000, 0.3563
  6.000, 1.1708, 0.01908, 0.01096,-0.1150,0.5568,1.0000,-2.0993, 0.0000, 0.3404
  7.000, 1.2057, 0.02023, 0.01179,-0.1000,0.4293,1.0000,-2.4294, 0.0000, 0.3237
  9.000, 1.1730, 0.03266, 0.02234,-0.0672,0.1223,1.0000,-2.8442, 0.0000, 0.2951
 10.000, 1.2022, 0.03836, 0.02811,-0.0600,0.0976,1.0000,-3.1944, 0.0000, 0.2862
 11.000, 1.2442, 0.04392, 0.03384,-0.0548,0.0817,1.0000,-3.5885, 0.0000, 0.2786
 12.000, 1.2972, 0.04950, 0.03966,-0.0509,0.0692,1.0000,-4.0534, 0.0000, 0.2721
 13.000, 1.3514, 0.05575, 0.04626,-0.0479,0.0594,1.0000,-4.5411, 0.0000, 0.2665
 14.000, 1.3931, 0.06323, 0.05408,-0.0455,0.0516,1.0000,-5.0028, 0.0000, 0.2618
 15.000, 1.4152, 0.07411, 0.06598,-0.0436,0.0465,1.0000,-5.3174, 0.0000, 0.2581


