xflr5 v6.49

 Calculated polar for: Aerofoil1123

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3411, 0.02066, 0.01251,-0.1277,0.8017,0.0493,-2.0550, 0.0000, 0.6277
 -1.000, 0.4763, 0.01849, 0.01024,-0.1310,0.7926,0.0795,-1.3450, 0.0000, 0.5258
  0.000, 0.5577, 0.01792, 0.00972,-0.1248,0.7669,0.1277,-0.8654, 0.0000, 0.4728
  1.000, 0.6704, 0.01678, 0.00888,-0.1240,0.7455,0.2394,-0.9052, 0.0000, 0.4325
  3.000, 0.9181, 0.01399, 0.00693,-0.1253,0.6617,1.0000,-1.2728, 0.0000, 0.3814
  4.000, 1.0202, 0.01432, 0.00685,-0.1226,0.5970,1.0000,-1.4695, 0.0000, 0.3637
  5.000, 1.0978, 0.01534, 0.00739,-0.1158,0.5154,1.0000,-1.6566, 0.0000, 0.3477
  6.000, 1.1479, 0.01724, 0.00874,-0.1049,0.4163,1.0000,-1.8263, 0.0000, 0.3322
  7.000, 1.1877, 0.01993, 0.01090,-0.0938,0.3274,1.0000,-1.9944, 0.0000, 0.3183
  8.000, 1.2348, 0.02288, 0.01358,-0.0850,0.2662,1.0000,-2.1812, 0.0000, 0.3066
  9.000, 1.2887, 0.02592, 0.01657,-0.0780,0.2268,1.0000,-2.3882, 0.0000, 0.2968
 10.000, 1.3430, 0.02927, 0.01999,-0.0718,0.2001,1.0000,-2.6106, 0.0000, 0.2880
 11.000, 1.3931, 0.03319, 0.02399,-0.0660,0.1777,1.0000,-2.8297, 0.0000, 0.2802
 12.000, 1.4480, 0.03708, 0.02830,-0.0614,0.1623,1.0000,-3.2019, 0.0000, 0.2733
 13.000, 1.4948, 0.04196, 0.03348,-0.0569,0.1480,1.0000,-3.7194, 0.0000, 0.2670
 14.000, 1.5339, 0.04764, 0.03959,-0.0528,0.1352,1.0000,-4.2309, 0.0000, 0.2614
 15.000, 1.5594, 0.05490, 0.04736,-0.0495,0.1209,1.0000,-4.7052, 0.0000, 0.2565


