xflr5 v6.49

 Calculated polar for: Aerofoil1124

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3896, 0.01451, 0.00567,-0.1460,0.7716,0.0743,-1.4846, 0.0000, 0.6270
 -1.000, 0.5047, 0.01379, 0.00480,-0.1469,0.7437,0.1246,-0.8915, 0.0000, 0.5415
  0.000, 0.6142, 0.01346, 0.00453,-0.1465,0.7164,0.2167,-0.7916, 0.0000, 0.4879
  2.000, 0.8383, 0.01284, 0.00519,-0.1469,0.6732,1.0000,-0.9284, 0.0000, 0.4225
  3.000, 0.9447, 0.01360, 0.00573,-0.1458,0.6525,1.0000,-0.9999, 0.0000, 0.4005
  4.000, 1.0329, 0.01445, 0.00682,-0.1412,0.6344,1.0000,-1.1765, 0.0000, 0.3818
  5.000, 1.1264, 0.01521, 0.00773,-0.1373,0.6081,1.0000,-1.7078, 0.0000, 0.3659
  6.000, 1.1986, 0.01565, 0.00835,-0.1287,0.5601,1.0000,-2.2886, 0.0000, 0.3501
  7.000, 1.2535, 0.01633, 0.00917,-0.1167,0.4952,1.0000,-2.8911, 0.0000, 0.3346
  8.000, 1.2250, 0.01953, 0.01117,-0.0907,0.2675,1.0000,-3.2144, 0.0000, 0.3143
  9.000, 1.1998, 0.02533, 0.01614,-0.0712,0.1180,1.0000,-3.5306, 0.0000, 0.2983
 10.000, 1.2093, 0.03078, 0.02147,-0.0598,0.0620,1.0000,-3.9721, 0.0000, 0.2869
 11.000, 1.2184, 0.03755, 0.02831,-0.0509,0.0340,1.0000,-4.3690, 0.0000, 0.2777
 12.000, 1.2311, 0.04517, 0.03620,-0.0446,0.0259,1.0000,-4.7890, 0.0000, 0.2705
 13.000, 1.2489, 0.05331, 0.04481,-0.0401,0.0223,1.0000,-5.2532, 0.0000, 0.2647
 14.000, 1.2722, 0.06207, 0.05391,-0.0369,0.0202,1.0000,-5.7345, 0.0000, 0.2598
 15.000, 1.2984, 0.07154, 0.06408,-0.0351,0.0181,1.0000,-6.2043, 0.0000, 0.2559


