xflr5 v6.49

 Calculated polar for: NACA 2419

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0074, 0.01730, 0.00840,-0.0494,0.7409,0.4837,-0.9133, 0.0000,-6.7190
 -1.000, 0.0930, 0.01687, 0.00823,-0.0461,0.6956,0.5859,-0.7349, 0.0000, 0.7546
  0.000, 0.2011, 0.01670, 0.00814,-0.0438,0.6546,0.6883,-0.7982, 0.0000, 0.4653
  1.000, 0.3064, 0.01701, 0.00858,-0.0409,0.6129,0.7812,-0.9019, 0.0000, 0.3777
  2.000, 0.4230, 0.01763, 0.00913,-0.0401,0.5741,0.8603,-1.0252, 0.0000, 0.3374
  3.000, 0.5521, 0.01847, 0.00974,-0.0425,0.5374,0.9241,-1.1742, 0.0000, 0.3183
  4.000, 0.7074, 0.01944, 0.01064,-0.0514,0.4979,0.9680,-1.3685, 0.0000, 0.3130
  5.000, 0.8612, 0.02027, 0.01132,-0.0611,0.4579,1.0000,-1.6017, 0.0000, 0.3103
  6.000, 0.9172, 0.02109, 0.01204,-0.0516,0.4257,1.0000,-1.7684, 0.0000, 0.2942
  7.000, 0.9710, 0.02217, 0.01301,-0.0416,0.3929,1.0000,-1.9570, 0.0000, 0.2793
  8.000, 1.0188, 0.02352, 0.01438,-0.0307,0.3583,1.0000,-2.1618, 0.0000, 0.2652
  9.000, 1.0607, 0.02525, 0.01611,-0.0196,0.3238,1.0000,-2.3806, 0.0000, 0.2519
 10.000, 1.1025, 0.02771, 0.01846,-0.0101,0.2899,1.0000,-2.6093, 0.0000, 0.2409
 11.000, 1.1379, 0.03132, 0.02226,-0.0021,0.2559,1.0000,-2.8530, 0.0000, 0.2318
 12.000, 1.1640, 0.03628, 0.02728, 0.0045,0.2245,1.0000,-3.0794, 0.0000, 0.2241
 13.000, 1.1809, 0.04287, 0.03390, 0.0094,0.1969,1.0000,-3.2951, 0.0000, 0.2179
 14.000, 1.1889, 0.05137, 0.04267, 0.0122,0.1730,1.0000,-3.4983, 0.0000, 0.2134
 15.000, 1.1881, 0.06192, 0.05343, 0.0129,0.1520,1.0000,-3.6697, 0.0000, 0.2104


