xflr5 v6.49

 Calculated polar for: NACA 4519

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1725, 0.02059, 0.01123,-0.1012,0.7547,0.3572,-0.9502, 0.0000, 0.8485
 -1.000, 0.2865, 0.01998, 0.01072,-0.1012,0.7297,0.4264,-0.8080, 0.0000, 0.6053
  0.000, 0.3994, 0.01952, 0.01042,-0.1007,0.7030,0.5072,-0.8987, 0.0000, 0.5002
  1.000, 0.5075, 0.01921, 0.01039,-0.0992,0.6744,0.6048,-0.9948, 0.0000, 0.4410
  2.000, 0.6085, 0.01905, 0.01061,-0.0960,0.6443,0.7417,-1.0958, 0.0000, 0.4013
  3.000, 0.7417, 0.01917, 0.01101,-0.0988,0.6120,0.9848,-1.2294, 0.0000, 0.3753
  4.000, 0.8346, 0.01985, 0.01137,-0.0958,0.5788,1.0000,-1.3491, 0.0000, 0.3553
  5.000, 0.9233, 0.02073, 0.01204,-0.0918,0.5452,1.0000,-1.4827, 0.0000, 0.3385
  6.000, 1.0085, 0.02177, 0.01286,-0.0872,0.5113,1.0000,-1.6356, 0.0000, 0.3241
  7.000, 1.0842, 0.02318, 0.01417,-0.0813,0.4766,1.0000,-1.8056, 0.0000, 0.3111
  8.000, 1.1443, 0.02522, 0.01623,-0.0737,0.4402,1.0000,-1.9882, 0.0000, 0.2989
  9.000, 1.2024, 0.02761, 0.01865,-0.0666,0.4035,1.0000,-2.1958, 0.0000, 0.2882
 10.000, 1.2562, 0.03047, 0.02141,-0.0597,0.3671,1.0000,-2.4245, 0.0000, 0.2786
 11.000, 1.2893, 0.03483, 0.02598,-0.0519,0.3296,1.0000,-2.6335, 0.0000, 0.2695
 12.000, 1.3179, 0.04000, 0.03116,-0.0450,0.2934,1.0000,-2.8616, 0.0000, 0.2614
 13.000, 1.3348, 0.04685, 0.03815,-0.0391,0.2589,1.0000,-3.0651, 0.0000, 0.2544
 14.000, 1.3427, 0.05543, 0.04691,-0.0347,0.2262,1.0000,-3.2673, 0.0000, 0.2487
 15.000, 1.3452, 0.06535, 0.05686,-0.0318,0.1974,1.0000,-3.4599, 0.0000, 0.2442


