xflr5 v6.49

 Calculated polar for: Aerofoil1204

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4069, 0.03218, 0.02662,-0.1402,0.7082,0.0323,-1.5144, 0.0000, 0.5953
 -1.000, 0.5105, 0.02012, 0.01308,-0.1417,0.6851,0.0323,-1.7969, 0.0000, 0.5274
  0.000, 0.6119, 0.01659, 0.00865,-0.1392,0.6600,0.0375,-1.4972, 0.0000, 0.4760
  1.000, 0.7155, 0.01467, 0.00625,-0.1364,0.6398,0.0434,-1.1717, 0.0000, 0.4381
  2.000, 0.8196, 0.01404, 0.00546,-0.1338,0.6173,0.0563,-0.9852, 0.0000, 0.4096
  3.000, 0.9171, 0.01375, 0.00541,-0.1301,0.5954,0.0929,-1.1471, 0.0000, 0.3871
  4.000, 1.0051, 0.01281, 0.00569,-0.1246,0.5585,0.6801,-1.3292, 0.0000, 0.3681
  6.000, 1.2046, 0.01389, 0.00671,-0.1182,0.4799,1.0000,-1.8035, 0.0000, 0.3397
  7.000, 1.2701, 0.01492, 0.00754,-0.1085,0.4157,1.0000,-2.0319, 0.0000, 0.3257
  8.000, 1.2934, 0.01694, 0.00905,-0.0916,0.3163,1.0000,-2.3228, 0.0000, 0.3099
  9.000, 1.3110, 0.02004, 0.01172,-0.0762,0.2358,1.0000,-2.6571, 0.0000, 0.2958
 10.000, 1.3370, 0.02354, 0.01512,-0.0643,0.1878,1.0000,-3.0466, 0.0000, 0.2843
 11.000, 1.3603, 0.02794, 0.01950,-0.0543,0.1566,1.0000,-3.4381, 0.0000, 0.2745
 12.000, 1.3826, 0.03325, 0.02486,-0.0464,0.1305,1.0000,-3.8363, 0.0000, 0.2664
 13.000, 1.4073, 0.03916, 0.03090,-0.0404,0.1096,1.0000,-4.2516, 0.0000, 0.2598
 14.000, 1.4285, 0.04605, 0.03795,-0.0358,0.0917,1.0000,-4.6602, 0.0000, 0.2543
 15.000, 1.4472, 0.05394, 0.04608,-0.0327,0.0757,1.0000,-5.0602, 0.0000, 0.2498


