xflr5 v6.49

 Calculated polar for: NACA 2414

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0133, 0.01520, 0.00701,-0.0514,0.8453,0.5233,-0.8569, 0.0000,-3.7110
 -1.000, 0.0971, 0.01433, 0.00669,-0.0488,0.7995,0.7169,-0.6136, 0.0000, 0.7570
  0.000, 0.2198, 0.01413, 0.00660,-0.0476,0.7501,0.8684,-0.6260, 0.0000, 0.4653
  1.000, 0.3701, 0.01439, 0.00657,-0.0536,0.6927,0.9579,-0.7531, 0.0000, 0.3917
  2.000, 0.5277, 0.01466, 0.00647,-0.0630,0.6328,1.0000,-0.9119, 0.0000, 0.3652
  3.000, 0.6149, 0.01518, 0.00671,-0.0585,0.5799,1.0000,-1.0600, 0.0000, 0.3398
  4.000, 0.7032, 0.01596, 0.00726,-0.0539,0.5290,1.0000,-1.2633, 0.0000, 0.3203
  5.000, 0.7905, 0.01693, 0.00814,-0.0491,0.4760,1.0000,-1.5276, 0.0000, 0.3048
  6.000, 0.8765, 0.01807, 0.00921,-0.0442,0.4180,1.0000,-1.8498, 0.0000, 0.2920
  7.000, 0.9574, 0.01948, 0.01053,-0.0387,0.3507,1.0000,-2.2160, 0.0000, 0.2809
  8.000, 1.0290, 0.02147, 0.01238,-0.0323,0.2746,1.0000,-2.6132, 0.0000, 0.2706
 10.000, 1.1263, 0.02798, 0.01863,-0.0153,0.1472,1.0000,-3.4002, 0.0000, 0.2500
 11.000, 1.1573, 0.03292, 0.02365,-0.0074,0.1123,1.0000,-3.7688, 0.0000, 0.2412
 12.000, 1.1768, 0.03961, 0.03045,-0.0015,0.0914,1.0000,-4.1175, 0.0000, 0.2343
 13.000, 1.1938, 0.04764, 0.03882, 0.0021,0.0769,1.0000,-4.4458, 0.0000, 0.2295
 14.000, 1.2036, 0.05727, 0.04878, 0.0037,0.0669,1.0000,-4.7579, 0.0000, 0.2262
 15.000, 1.2077, 0.06831, 0.06013, 0.0036,0.0595,1.0000,-5.0441, 0.0000, 0.2243


