xflr5 v6.49

 Calculated polar for: Aerofoil1078

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3767, 0.01883, 0.00944,-0.1212,0.7004,0.0673,-1.7419, 0.0000, 0.5738
 -1.000, 0.4843, 0.01756, 0.00795,-0.1196,0.6760,0.1045,-1.1824, 0.0000, 0.4972
  0.000, 0.5915, 0.01700, 0.00733,-0.1177,0.6517,0.1806,-0.8092, 0.0000, 0.4478
  1.000, 0.6937, 0.01660, 0.00746,-0.1152,0.6265,0.3731,-0.9570, 0.0000, 0.4137
  3.000, 0.9022, 0.01657, 0.00789,-0.1098,0.5633,1.0000,-1.3394, 0.0000, 0.3669
  4.000, 0.9980, 0.01716, 0.00832,-0.1057,0.5238,1.0000,-1.5633, 0.0000, 0.3499
  5.000, 1.0901, 0.01779, 0.00883,-0.1009,0.4760,1.0000,-1.8065, 0.0000, 0.3352
  6.000, 1.1722, 0.01874, 0.00970,-0.0947,0.4068,1.0000,-2.0633, 0.0000, 0.3221
  7.000, 1.2362, 0.02064, 0.01117,-0.0860,0.3120,1.0000,-2.3109, 0.0000, 0.3095
  8.000, 1.2813, 0.02355, 0.01373,-0.0753,0.2415,1.0000,-2.5418, 0.0000, 0.2972
  9.000, 1.3116, 0.02689, 0.01698,-0.0633,0.2013,1.0000,-2.7489, 0.0000, 0.2852
 10.000, 1.3423, 0.03089, 0.02106,-0.0535,0.1744,1.0000,-2.9748, 0.0000, 0.2752
 11.000, 1.3717, 0.03580, 0.02612,-0.0459,0.1539,1.0000,-3.1961, 0.0000, 0.2671
 12.000, 1.4053, 0.04129, 0.03204,-0.0406,0.1385,1.0000,-3.4700, 0.0000, 0.2608
 13.000, 1.4355, 0.04791, 0.03897,-0.0367,0.1258,1.0000,-3.8290, 0.0000, 0.2555
 14.000, 1.4578, 0.05571, 0.04729,-0.0341,0.1152,1.0000,-4.1868, 0.0000, 0.2513
 15.000, 1.4708, 0.06545, 0.05752,-0.0330,0.1064,1.0000,-4.5078, 0.0000, 0.2484


