xflr5 v6.49

 Calculated polar for: Aerofoil1272

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4018, 0.01520, 0.00619,-0.1371,0.7047,0.0713,-1.5252, 0.0000, 0.5933
 -1.000, 0.5091, 0.01445, 0.00525,-0.1362,0.6836,0.1163,-0.9384, 0.0000, 0.5179
  0.000, 0.6133, 0.01407, 0.00498,-0.1348,0.6618,0.2003,-0.8401, 0.0000, 0.4689
  1.000, 0.7165, 0.01367, 0.00513,-0.1334,0.6426,0.4428,-0.9109, 0.0000, 0.4341
  3.000, 0.9317, 0.01400, 0.00599,-0.1317,0.6053,1.0000,-1.0982, 0.0000, 0.3870
  4.000, 1.0334, 0.01472, 0.00666,-0.1298,0.5850,1.0000,-1.2598, 0.0000, 0.3701
  5.000, 1.1277, 0.01544, 0.00756,-0.1265,0.5581,1.0000,-1.4399, 0.0000, 0.3555
  6.000, 1.2196, 0.01613, 0.00846,-0.1226,0.5253,1.0000,-1.8347, 0.0000, 0.3427
  7.000, 1.2986, 0.01678, 0.00917,-0.1162,0.4684,1.0000,-2.5393, 0.0000, 0.3302
  8.000, 1.3123, 0.01908, 0.01077,-0.0986,0.3081,1.0000,-3.0110, 0.0000, 0.3145
  9.000, 1.2835, 0.02458, 0.01542,-0.0787,0.1618,1.0000,-3.3095, 0.0000, 0.2993
 10.000, 1.2429, 0.03378, 0.02366,-0.0644,0.0228,1.0000,-3.5069, 0.0000, 0.2882
 11.000, 1.2595, 0.04088, 0.03122,-0.0581,0.0174,1.0000,-3.9303, 0.0000, 0.2809
 12.000, 1.2678, 0.04990, 0.04079,-0.0538,0.0154,1.0000,-4.3208, 0.0000, 0.2755
 13.000, 1.2704, 0.06082, 0.05231,-0.0518,0.0140,1.0000,-4.6877, 0.0000, 0.2720
 14.000, 1.2661, 0.07411, 0.06610,-0.0522,0.0133,1.0000,-4.9909, 0.0000, 0.2705
 15.000, 1.2730, 0.08696, 0.07933,-0.0534,0.0129,1.0000,-5.3378, 0.0000, 0.2693


