xflr5 v6.49

 Calculated polar for: NACA 3723

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0718, 0.01517, 0.00742,-0.0868,0.7448,0.3813,-1.0187, 0.0000, 1.4971
 -1.000, 0.2187, 0.01426, 0.00643,-0.0931,0.6944,0.4256,-0.8429, 0.0000, 0.6789
  0.000, 0.3416, 0.01426, 0.00622,-0.0950,0.6421,0.4691,-0.9526, 0.0000, 0.5246
  1.000, 0.4393, 0.01461, 0.00645,-0.0921,0.5944,0.5110,-1.0567, 0.0000, 0.4525
  2.000, 0.5339, 0.01512, 0.00691,-0.0886,0.5518,0.5544,-1.1690, 0.0000, 0.4065
  3.000, 0.6257, 0.01581, 0.00765,-0.0848,0.5122,0.5992,-1.2904, 0.0000, 0.3741
  4.000, 0.7149, 0.01671, 0.00855,-0.0807,0.4740,0.6436,-1.4236, 0.0000, 0.3497
  5.000, 0.8008, 0.01781, 0.00961,-0.0763,0.4377,0.6853,-1.5687, 0.0000, 0.3305
  6.000, 0.8821, 0.01908, 0.01087,-0.0713,0.4033,0.7243,-1.7251, 0.0000, 0.3146
  7.000, 0.9588, 0.02053, 0.01238,-0.0659,0.3709,0.7626,-1.8956, 0.0000, 0.3009
  8.000, 1.0307, 0.02219, 0.01416,-0.0602,0.3399,0.8057,-2.0778, 0.0000, 0.2890
  9.000, 1.0928, 0.02411, 0.01628,-0.0531,0.3104,0.8750,-2.2658, 0.0000, 0.2775
 10.000, 1.1520, 0.02647, 0.01870,-0.0471,0.2821,1.0000,-2.4656, 0.0000, 0.2681
 11.000, 1.2094, 0.02993, 0.02211,-0.0422,0.2553,1.0000,-2.6782, 0.0000, 0.2604
 12.000, 1.2581, 0.03426, 0.02644,-0.0372,0.2306,1.0000,-2.8928, 0.0000, 0.2532
 13.000, 1.2983, 0.03961, 0.03182,-0.0326,0.2081,1.0000,-3.1056, 0.0000, 0.2467
 14.000, 1.3293, 0.04630, 0.03860,-0.0288,0.1879,1.0000,-3.3097, 0.0000, 0.2411
 15.000, 1.3516, 0.05437, 0.04680,-0.0260,0.1700,1.0000,-3.5019, 0.0000, 0.2363


