xflr5 v6.49

 Calculated polar for: Aerofoil1833

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4646, 0.01403, 0.00561,-0.1670,0.7100,0.1159,-1.1581, 0.0000, 0.6112
 -1.000, 0.5758, 0.01374, 0.00513,-0.1663,0.6848,0.1280,-0.9002, 0.0000, 0.5387
  0.000, 0.6850, 0.01342, 0.00480,-0.1651,0.6588,0.1406,-0.8551, 0.0000, 0.4896
  1.000, 0.7940, 0.01338, 0.00487,-0.1640,0.6377,0.1592,-0.9310, 0.0000, 0.4539
  2.000, 0.9030, 0.01355, 0.00507,-0.1627,0.6152,0.1846,-1.0598, 0.0000, 0.4264
  3.000, 1.0079, 0.01370, 0.00553,-0.1607,0.5893,0.2236,-1.2417, 0.0000, 0.4045
  4.000, 1.1072, 0.01394, 0.00593,-0.1575,0.5472,0.2907,-1.4526, 0.0000, 0.3861
  6.000, 1.2889, 0.01429, 0.00750,-0.1478,0.4579,1.0000,-1.9381, 0.0000, 0.3561
  7.000, 1.3560, 0.01597, 0.00876,-0.1391,0.3580,1.0000,-2.3626, 0.0000, 0.3426
  8.000, 1.3882, 0.01885, 0.01112,-0.1251,0.2517,1.0000,-2.8120, 0.0000, 0.3288
  9.000, 1.4192, 0.02223, 0.01428,-0.1127,0.1896,1.0000,-3.2793, 0.0000, 0.3166
 10.000, 1.4473, 0.02641, 0.01839,-0.1020,0.1474,1.0000,-3.7537, 0.0000, 0.3062
 11.000, 1.4764, 0.03138, 0.02344,-0.0936,0.1176,1.0000,-4.2452, 0.0000, 0.2974
 12.000, 1.4996, 0.03776, 0.02990,-0.0870,0.0915,1.0000,-4.7219, 0.0000, 0.2903
 13.000, 1.5208, 0.04536, 0.03762,-0.0824,0.0642,1.0000,-5.2053, 0.0000, 0.2845
 14.000, 1.5246, 0.05603, 0.04830,-0.0794,0.0322,1.0000,-5.6083, 0.0000, 0.2805
 15.000, 1.5225, 0.06899, 0.06157,-0.0788,0.0229,1.0000,-5.9612, 0.0000, 0.2780


