xflr5 v6.49

 Calculated polar for: Aerofoil1420

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3956, 0.01857, 0.00887,-0.1342,0.7213,0.0698,-1.7072, 0.0000, 0.5914
 -1.000, 0.5010, 0.01741, 0.00772,-0.1323,0.6985,0.1090,-1.1594, 0.0000, 0.5146
  0.000, 0.6100, 0.01701, 0.00747,-0.1311,0.6802,0.1895,-0.7630, 0.0000, 0.4641
  1.000, 0.7123, 0.01664, 0.00781,-0.1287,0.6602,0.4216,-0.9556, 0.0000, 0.4286
  3.000, 0.9173, 0.01668, 0.00834,-0.1220,0.5927,1.0000,-1.5984, 0.0000, 0.3785
  4.000, 0.9970, 0.01689, 0.00840,-0.1136,0.5361,1.0000,-1.9236, 0.0000, 0.3583
  5.000, 1.0258, 0.01827, 0.00862,-0.0959,0.2950,1.0000,-2.1905, 0.0000, 0.3364
  6.000, 1.0198, 0.02283, 0.01200,-0.0754,0.1260,1.0000,-2.3748, 0.0000, 0.3157
  7.000, 1.0464, 0.02615, 0.01533,-0.0618,0.1020,1.0000,-2.6224, 0.0000, 0.2996
  8.000, 1.0743, 0.03014, 0.01933,-0.0504,0.0890,1.0000,-2.8809, 0.0000, 0.2861
  9.000, 1.1183, 0.03424, 0.02347,-0.0427,0.0785,1.0000,-3.2087, 0.0000, 0.2759
 10.000, 1.1872, 0.03858, 0.02797,-0.0381,0.0713,1.0000,-3.5827, 0.0000, 0.2683
 11.000, 1.2467, 0.04332, 0.03285,-0.0337,0.0644,1.0000,-3.9689, 0.0000, 0.2616
 12.000, 1.3110, 0.04974, 0.03982,-0.0303,0.0601,1.0000,-4.3647, 0.0000, 0.2560
 13.000, 1.3338, 0.05820, 0.04907,-0.0254,0.0567,1.0000,-4.6158, 0.0000, 0.2503
 14.000, 1.3262, 0.06836, 0.05991,-0.0220,0.0538,1.0000,-4.7878, 0.0000, 0.2460
 15.000, 1.3051, 0.08155, 0.07366,-0.0218,0.0518,1.0000,-4.8874, 0.0000, 0.2442


