xflr5 v6.49

 Calculated polar for: Aerofoil1486

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3088, 0.02305, 0.01394,-0.1126,0.7669,0.0329,-1.8306, 0.0000, 0.6171
 -1.000, 0.4169, 0.01945, 0.00968,-0.1109,0.7393,0.0393,-1.4471, 0.0000, 0.5167
  0.000, 0.5248, 0.01772, 0.00763,-0.1096,0.7163,0.0572,-0.9675, 0.0000, 0.4580
  2.000, 0.8324, 0.01624, 0.00758,-0.1281,0.6681,1.0000,-0.9718, 0.0000, 0.4008
  3.000, 0.9289, 0.01714, 0.00822,-0.1250,0.6455,1.0000,-1.1278, 0.0000, 0.3803
  4.000, 1.0217, 0.01799, 0.00897,-0.1212,0.6196,1.0000,-1.3130, 0.0000, 0.3631
  5.000, 1.1061, 0.01856, 0.00951,-0.1152,0.5812,1.0000,-1.5185, 0.0000, 0.3474
  6.000, 1.1815, 0.01934, 0.01045,-0.1078,0.5422,1.0000,-1.7373, 0.0000, 0.3332
  7.000, 1.2386, 0.02039, 0.01184,-0.0972,0.4957,1.0000,-1.9545, 0.0000, 0.3191
  8.000, 1.2777, 0.02160, 0.01315,-0.0833,0.4323,1.0000,-2.2623, 0.0000, 0.3044
  9.000, 1.2905, 0.02405, 0.01545,-0.0666,0.3389,1.0000,-2.6523, 0.0000, 0.2893
 10.000, 1.2906, 0.02864, 0.01976,-0.0517,0.2554,1.0000,-3.0295, 0.0000, 0.2761
 11.000, 1.2974, 0.03440, 0.02547,-0.0410,0.2046,1.0000,-3.4324, 0.0000, 0.2660
 12.000, 1.3183, 0.04018, 0.03155,-0.0336,0.1714,1.0000,-3.8948, 0.0000, 0.2581
 13.000, 1.3270, 0.04747, 0.03913,-0.0276,0.1380,1.0000,-4.3159, 0.0000, 0.2516
 14.000, 1.3255, 0.05658, 0.04850,-0.0236,0.1079,1.0000,-4.6868, 0.0000, 0.2466
 15.000, 1.3199, 0.06736, 0.05977,-0.0215,0.0800,1.0000,-5.0409, 0.0000, 0.2430


