xflr5 v6.49

 Calculated polar for: Aerofoil1397

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3242, 0.01316, 0.00491,-0.1341,0.7615,0.0556,-1.7844, 0.0000, 0.6656
 -1.000, 0.4505, 0.01246, 0.00390,-0.1374,0.7249,0.0931,-1.0869, 0.0000, 0.5552
  0.000, 0.5546, 0.01222, 0.00366,-0.1360,0.6962,0.1574,-0.7557, 0.0000, 0.4941
  1.000, 0.6552, 0.01210, 0.00379,-0.1339,0.6716,0.2870,-0.8179, 0.0000, 0.4523
  3.000, 0.9152, 0.01219, 0.00494,-0.1429,0.6252,1.0000,-0.9926, 0.0000, 0.4020
  4.000, 1.0073, 0.01283, 0.00560,-0.1389,0.6046,1.0000,-1.1392, 0.0000, 0.3827
  5.000, 1.0880, 0.01345, 0.00623,-0.1324,0.5740,1.0000,-1.3181, 0.0000, 0.3654
  6.000, 1.1549, 0.01409, 0.00699,-0.1230,0.5364,1.0000,-1.8810, 0.0000, 0.3490
  7.000, 1.2035, 0.01495, 0.00785,-0.1101,0.4723,1.0000,-2.4987, 0.0000, 0.3328
  8.000, 1.2000, 0.01774, 0.00983,-0.0887,0.2965,1.0000,-2.9337, 0.0000, 0.3139
  9.000, 1.1848, 0.02284, 0.01407,-0.0692,0.1330,1.0000,-3.2901, 0.0000, 0.2971
 10.000, 1.1663, 0.02987, 0.02044,-0.0536,0.0191,1.0000,-3.5771, 0.0000, 0.2832
 11.000, 1.1859, 0.03569, 0.02669,-0.0451,0.0152,1.0000,-4.0350, 0.0000, 0.2737
 12.000, 1.1994, 0.04281, 0.03432,-0.0383,0.0137,1.0000,-4.5069, 0.0000, 0.2659
 13.000, 1.1981, 0.05199, 0.04391,-0.0330,0.0124,1.0000,-4.9244, 0.0000, 0.2598
 14.000, 1.1952, 0.06176, 0.05401,-0.0286,0.0116,1.0000,-5.2966, 0.0000, 0.2544
 15.000, 1.2039, 0.07042, 0.06304,-0.0246,0.0112,1.0000,-5.7093, 0.0000, 0.2491


