xflr5 v6.49

 Calculated polar for: Aerofoil1488

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3898, 0.01837, 0.01016,-0.1243,0.7384,0.0147,-1.9151, 0.0000, 0.5708
 -1.000, 0.4959, 0.01535, 0.00637,-0.1219,0.7128,0.0136,-1.6089, 0.0000, 0.4963
  0.000, 0.6011, 0.01422, 0.00470,-0.1202,0.6886,0.0216,-1.0529, 0.0000, 0.4491
  1.000, 0.7251, 0.01226, 0.00468,-0.1232,0.6641,1.0000,-0.8773, 0.0000, 0.4179
  2.000, 0.8219, 0.01291, 0.00492,-0.1206,0.6422,1.0000,-0.9540, 0.0000, 0.3936
  3.000, 0.9201, 0.01359, 0.00539,-0.1183,0.6195,1.0000,-1.1087, 0.0000, 0.3743
  4.000, 1.0104, 0.01431, 0.00623,-0.1147,0.5935,1.0000,-1.2864, 0.0000, 0.3580
  5.000, 1.0975, 0.01486, 0.00685,-0.1100,0.5533,1.0000,-1.4934, 0.0000, 0.3435
  6.000, 1.1802, 0.01563, 0.00787,-0.1048,0.5145,1.0000,-1.7218, 0.0000, 0.3307
  7.000, 1.2502, 0.01657, 0.00915,-0.0972,0.4628,1.0000,-2.6437, 0.0000, 0.3182
  8.000, 1.2865, 0.01807, 0.01075,-0.0834,0.3748,1.0000,-3.9859, 0.0000, 0.3039
  9.000, 1.2898, 0.02137, 0.01379,-0.0661,0.2701,1.0000,-5.0995, 0.0000, 0.2889
 10.000, 1.2802, 0.02666, 0.01886,-0.0511,0.1814,1.0000,-6.0535, 0.0000, 0.2759
 11.000, 1.2362, 0.03653, 0.02757,-0.0385,0.0278,1.0000,-6.4696, 0.0000, 0.2654
 12.000, 1.2136, 0.04779, 0.03913,-0.0315,0.0055,1.0000,-6.7428, 0.0000, 0.2583
 13.000, 1.2027, 0.05977, 0.05187,-0.0289,0.0036,1.0000,-7.2488, 0.0000, 0.2546
 14.000, 1.1808, 0.07513, 0.06794,-0.0299,0.0031,1.0000,-7.5978, 0.0000, 0.2539
 15.000, 1.1607, 0.09233, 0.08570,-0.0338,0.0027,1.0000,-7.9518, 0.0000, 0.2557


