xflr5 v6.49

 Calculated polar for: Aerofoil1674

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4455, 0.01534, 0.00655,-0.1309,0.5601,0.0517,-1.7569, 0.0000, 0.5452
 -1.000, 0.5514, 0.01472, 0.00558,-0.1293,0.5434,0.0830,-1.1206, 0.0000, 0.4839
  0.000, 0.6528, 0.01425, 0.00525,-0.1269,0.5279,0.1434,-1.0711, 0.0000, 0.4422
  1.000, 0.7535, 0.01404, 0.00513,-0.1245,0.5092,0.2647,-1.2045, 0.0000, 0.4116
  3.000, 0.9748, 0.01348, 0.00559,-0.1239,0.4673,1.0000,-1.5340, 0.0000, 0.3709
  4.000, 1.0646, 0.01396, 0.00598,-0.1192,0.4424,1.0000,-1.7017, 0.0000, 0.3546
  5.000, 1.1505, 0.01459, 0.00660,-0.1140,0.4143,1.0000,-1.8729, 0.0000, 0.3403
  6.000, 1.2170, 0.01547, 0.00723,-0.1051,0.3625,1.0000,-2.0288, 0.0000, 0.3262
  7.000, 1.2194, 0.01824, 0.00912,-0.0855,0.2282,1.0000,-2.1190, 0.0000, 0.3085
  8.000, 1.1740, 0.02400, 0.01392,-0.0626,0.0827,1.0000,-2.1690, 0.0000, 0.2903
  9.000, 1.1526, 0.03121, 0.02115,-0.0509,0.0112,1.0000,-2.1921, 0.0000, 0.2795
 10.000, 1.1668, 0.03805, 0.02841,-0.0460,0.0093,1.0000,-2.2744, 0.0000, 0.2731
 11.000, 1.1716, 0.04641, 0.03726,-0.0422,0.0087,1.0000,-2.3362, 0.0000, 0.2679
 12.000, 1.1714, 0.05605, 0.04738,-0.0398,0.0086,1.0000,-2.4052, 0.0000, 0.2640
 13.000, 1.1615, 0.06829, 0.06017,-0.0395,0.0084,1.0000,-2.6603, 0.0000, 0.2623
 14.000, 1.1418, 0.08341, 0.07583,-0.0416,0.0083,1.0000,-2.8583, 0.0000, 0.2629
 15.000, 1.1111, 0.10210, 0.09505,-0.0466,0.0081,1.0000,-2.9750, 0.0000, 0.2669


