xflr5 v6.49

 Calculated polar for: Aerofoil1737

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4246, 0.01357, 0.00529,-0.1325,0.6934,0.0509,-1.8250, 0.0000, 0.5641
 -1.000, 0.5303, 0.01291, 0.00456,-0.1304,0.6669,0.0811,-1.2009, 0.0000, 0.4962
  0.000, 0.6368, 0.01262, 0.00432,-0.1286,0.6447,0.1403,-0.8027, 0.0000, 0.4508
  1.000, 0.7414, 0.01247, 0.00441,-0.1266,0.6206,0.2611,-0.9368, 0.0000, 0.4182
  3.000, 0.9479, 0.01187, 0.00479,-0.1214,0.5465,1.0000,-1.3717, 0.0000, 0.3730
  4.000, 1.0419, 0.01251, 0.00523,-0.1171,0.5046,1.0000,-1.6264, 0.0000, 0.3560
  5.000, 1.1274, 0.01333, 0.00586,-0.1113,0.4390,1.0000,-1.9017, 0.0000, 0.3411
  6.000, 1.1849, 0.01517, 0.00703,-0.1009,0.3104,1.0000,-2.1482, 0.0000, 0.3262
  7.000, 1.2173, 0.01788, 0.00911,-0.0869,0.2063,1.0000,-2.3794, 0.0000, 0.3110
  8.000, 1.2595, 0.02041, 0.01150,-0.0757,0.1601,1.0000,-2.6323, 0.0000, 0.2983
  9.000, 1.2969, 0.02345, 0.01451,-0.0653,0.1321,1.0000,-2.8871, 0.0000, 0.2870
 10.000, 1.3344, 0.02700, 0.01822,-0.0567,0.1156,1.0000,-3.1609, 0.0000, 0.2775
 11.000, 1.3669, 0.03152, 0.02296,-0.0494,0.1025,1.0000,-3.4250, 0.0000, 0.2694
 12.000, 1.3908, 0.03747, 0.02902,-0.0434,0.0921,1.0000,-3.6906, 0.0000, 0.2626
 13.000, 1.4252, 0.04324, 0.03518,-0.0394,0.0848,1.0000,-4.0408, 0.0000, 0.2570
 14.000, 1.4469, 0.05078, 0.04291,-0.0364,0.0773,1.0000,-4.3607, 0.0000, 0.2525
 15.000, 1.4740, 0.05852, 0.05111,-0.0347,0.0721,1.0000,-4.7253, 0.0000, 0.2487


