xflr5 v6.49

 Calculated polar for: Aerofoil1723

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -1.000, 0.3849, 0.02490, 0.01586,-0.1187,0.7917,0.0780,-1.5522, 0.0000, 0.5597
  0.000, 0.4699, 0.02420, 0.01512,-0.1137,0.7652,0.1199,-1.0618, 0.0000, 0.4913
  2.000, 0.7188, 0.01997, 0.01245,-0.1150,0.7252,1.0000,-1.0053, 0.0000, 0.4062
  3.000, 0.8384, 0.01880, 0.01080,-0.1140,0.6887,1.0000,-1.1904, 0.0000, 0.3808
  4.000, 0.9238, 0.01908, 0.01084,-0.1082,0.6357,1.0000,-1.3593, 0.0000, 0.3607
  5.000, 1.0387, 0.01883, 0.01024,-0.1071,0.5711,1.0000,-1.5782, 0.0000, 0.3454
  6.000, 1.1214, 0.01990, 0.01090,-0.1016,0.4825,1.0000,-1.7845, 0.0000, 0.3314
  7.000, 1.1775, 0.02219, 0.01263,-0.0927,0.3821,1.0000,-1.9696, 0.0000, 0.3181
  8.000, 1.2242, 0.02533, 0.01535,-0.0839,0.3044,1.0000,-2.1538, 0.0000, 0.3063
  9.000, 1.2773, 0.02869, 0.01858,-0.0769,0.2559,1.0000,-2.3539, 0.0000, 0.2964
 10.000, 1.3326, 0.03229, 0.02224,-0.0709,0.2218,1.0000,-2.5736, 0.0000, 0.2878
 11.000, 1.3892, 0.03626, 0.02637,-0.0658,0.1980,1.0000,-2.7965, 0.0000, 0.2802
 12.000, 1.4435, 0.04075, 0.03099,-0.0612,0.1774,1.0000,-3.1570, 0.0000, 0.2734
 13.000, 1.4922, 0.04578, 0.03666,-0.0569,0.1624,1.0000,-3.6601, 0.0000, 0.2672
 14.000, 1.5358, 0.05184, 0.04317,-0.0531,0.1491,1.0000,-4.1765, 0.0000, 0.2617


