xflr5 v6.49

 Calculated polar for: NACA 4022

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1358, 0.01538, 0.00684,-0.0217,0.5936,0.5850,-0.8578, 0.0000, 0.4269
 -1.000, 0.2348, 0.01548, 0.00703,-0.0186,0.5506,0.6399,-0.9746, 0.0000, 0.3324
  0.000, 0.3329, 0.01575, 0.00735,-0.0154,0.5086,0.6988,-1.1050, 0.0000, 0.2931
  1.000, 0.4298, 0.01622, 0.00793,-0.0120,0.4686,0.7609,-1.2504, 0.0000, 0.2710
  2.000, 0.5247, 0.01692, 0.00870,-0.0084,0.4288,0.8238,-1.4121, 0.0000, 0.2562
  3.000, 0.6220, 0.01799, 0.00971,-0.0056,0.3907,0.8811,-1.5968, 0.0000, 0.2468
  4.000, 0.7290, 0.01930, 0.01103,-0.0056,0.3525,0.9298,-1.8145, 0.0000, 0.2432
  5.000, 0.8448, 0.02100, 0.01262,-0.0086,0.3143,0.9685,-2.0690, 0.0000, 0.2438
  7.000, 0.9763, 0.02439, 0.01590, 0.0007,0.2544,1.0001,-2.5174, 0.0000, 0.2284
  8.000, 0.9998, 0.02676, 0.01822, 0.0118,0.2302,1.0001,-2.6968, 0.0000, 0.2147
  9.000, 1.0355, 0.03017, 0.02166, 0.0186,0.2076,1.0001,-2.9134, 0.0000, 0.2060
 10.000, 1.0689, 0.03474, 0.02628, 0.0234,0.1866,1.0001,-3.1280, 0.0000, 0.1994
 11.000, 1.0960, 0.04062, 0.03223, 0.0266,0.1685,1.0001,-3.3278, 0.0000, 0.1943
 12.000, 1.1136, 0.04813, 0.03983, 0.0283,0.1517,1.0001,-3.5265, 0.0000, 0.1903
 13.000, 1.1294, 0.05691, 0.04890, 0.0282,0.1382,1.0001,-3.7152, 0.0000, 0.1878
 14.000, 1.1334, 0.06764, 0.05987, 0.0268,0.1259,1.0001,-3.8667, 0.0000, 0.1862
 15.000, 1.1312, 0.07975, 0.07208, 0.0240,0.1149,1.0001,-3.9937, 0.0000, 0.1856


