xflr5 v6.49

 Calculated polar for: Aerofoil5039

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2826, 0.01681, 0.00843,-0.1137,0.7107,0.0396,-2.1232, 0.0000, 0.6554
 -1.000, 0.3846, 0.01514, 0.00640,-0.1110,0.6862,0.0456,-1.6875, 0.0000, 0.5390
  0.000, 0.4820, 0.01413, 0.00530,-0.1072,0.6616,0.0558,-1.2576, 0.0000, 0.4711
  1.000, 0.5802, 0.01361, 0.00483,-0.1037,0.6410,0.0778,-0.8748, 0.0000, 0.4261
  2.000, 0.6783, 0.01326, 0.00474,-0.1002,0.6186,0.1819,-0.9061, 0.0000, 0.3940
  4.000, 0.9969, 0.01280, 0.00575,-0.1200,0.5548,1.0000,-1.3628, 0.0000, 0.3644
  5.000, 1.0774, 0.01343, 0.00629,-0.1129,0.5214,1.0000,-1.5681, 0.0000, 0.3477
  6.000, 1.1505, 0.01420, 0.00697,-0.1044,0.4794,1.0000,-1.7885, 0.0000, 0.3325
  7.000, 1.2055, 0.01525, 0.00787,-0.0926,0.4174,1.0000,-2.0018, 0.0000, 0.3173
  8.000, 1.2219, 0.01723, 0.00938,-0.0744,0.3208,1.0000,-2.2884, 0.0000, 0.3000
  9.000, 1.2379, 0.02034, 0.01212,-0.0587,0.2387,1.0000,-2.6316, 0.0000, 0.2852
 10.000, 1.2632, 0.02397, 0.01562,-0.0469,0.1892,1.0000,-3.0169, 0.0000, 0.2734
 11.000, 1.2875, 0.02848, 0.02012,-0.0373,0.1564,1.0000,-3.4099, 0.0000, 0.2636
 12.000, 1.3122, 0.03377, 0.02547,-0.0298,0.1296,1.0000,-3.8138, 0.0000, 0.2556
 13.000, 1.3378, 0.03959, 0.03142,-0.0239,0.1085,1.0000,-4.2297, 0.0000, 0.2490
 14.000, 1.3591, 0.04632, 0.03833,-0.0192,0.0901,1.0000,-4.6357, 0.0000, 0.2434
 15.000, 1.3762, 0.05399, 0.04621,-0.0156,0.0734,1.0000,-5.0259, 0.0000, 0.2386


