xflr5 v6.49

 Calculated polar for: NACA 3516

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0931, 0.01805, 0.00913,-0.0827,0.8120,0.4175,-0.8670, 0.0000, 1.1541
  0.000, 0.3214, 0.01659, 0.00827,-0.0812,0.7502,0.6344,-0.7286, 0.0000, 0.5012
  1.000, 0.4328, 0.01604, 0.00810,-0.0788,0.7158,0.7918,-0.8292, 0.0000, 0.4285
  2.000, 0.5792, 0.01612, 0.00829,-0.0841,0.6739,0.9697,-0.9676, 0.0000, 0.3903
  3.000, 0.6967, 0.01642, 0.00826,-0.0854,0.6293,1.0000,-1.1112, 0.0000, 0.3664
  4.000, 0.7869, 0.01711, 0.00873,-0.0811,0.5823,1.0000,-1.2661, 0.0000, 0.3457
  5.000, 0.8804, 0.01795, 0.00933,-0.0773,0.5335,1.0000,-1.4704, 0.0000, 0.3292
  6.000, 0.9664, 0.01907, 0.01032,-0.0724,0.4800,1.0000,-1.7155, 0.0000, 0.3151
  7.000, 1.0439, 0.02051, 0.01164,-0.0663,0.4234,1.0000,-1.9941, 0.0000, 0.3025
  8.000, 1.1085, 0.02234, 0.01336,-0.0585,0.3653,1.0000,-2.2924, 0.0000, 0.2903
  9.000, 1.1582, 0.02484, 0.01576,-0.0492,0.3074,1.0000,-2.5922, 0.0000, 0.2785
 10.000, 1.1989, 0.02834, 0.01919,-0.0403,0.2517,1.0000,-2.9006, 0.0000, 0.2681
 11.000, 1.2301, 0.03308, 0.02390,-0.0323,0.2019,1.0000,-3.2054, 0.0000, 0.2590
 12.000, 1.2545, 0.03913, 0.03008,-0.0259,0.1619,1.0000,-3.5031, 0.0000, 0.2515
 13.000, 1.2651, 0.04711, 0.03811,-0.0207,0.1331,1.0000,-3.7668, 0.0000, 0.2453
 14.000, 1.2726, 0.05644, 0.04763,-0.0175,0.1119,1.0000,-4.0314, 0.0000, 0.2407
 15.000, 1.2756, 0.06724, 0.05870,-0.0162,0.0961,1.0000,-4.2724, 0.0000, 0.2375


