xflr5 v6.49

 Calculated polar for: Aerofoil1274

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3476, 0.01480, 0.00628,-0.1267,0.7782,0.0707,-1.5656, 0.0000, 0.6166
 -1.000, 0.4566, 0.01379, 0.00512,-0.1257,0.7494,0.1152,-0.9667, 0.0000, 0.5258
  0.000, 0.5658, 0.01324, 0.00460,-0.1249,0.7228,0.1994,-0.7314, 0.0000, 0.4699
  1.000, 0.6703, 0.01270, 0.00461,-0.1235,0.6939,0.4314,-0.8055, 0.0000, 0.4324
  3.000, 0.8846, 0.01272, 0.00518,-0.1208,0.6364,1.0000,-1.0906, 0.0000, 0.3827
  4.000, 0.9861, 0.01328, 0.00559,-0.1184,0.5932,1.0000,-1.2739, 0.0000, 0.3651
  5.000, 1.0852, 0.01401, 0.00634,-0.1158,0.5504,1.0000,-1.4821, 0.0000, 0.3505
  6.000, 1.1790, 0.01493, 0.00739,-0.1123,0.4994,1.0000,-2.0412, 0.0000, 0.3379
  7.000, 1.2525, 0.01645, 0.00870,-0.1054,0.3884,1.0000,-2.7578, 0.0000, 0.3255
  8.000, 1.2716, 0.02028, 0.01148,-0.0907,0.2157,1.0000,-3.2731, 0.0000, 0.3114
  9.000, 1.2879, 0.02457, 0.01529,-0.0776,0.1125,1.0000,-3.7209, 0.0000, 0.2990
 10.000, 1.2836, 0.03182, 0.02193,-0.0656,0.0198,1.0000,-4.0783, 0.0000, 0.2884
 11.000, 1.3074, 0.03824, 0.02891,-0.0588,0.0167,1.0000,-4.5835, 0.0000, 0.2806
 12.000, 1.3124, 0.04739, 0.03867,-0.0537,0.0154,1.0000,-4.9865, 0.0000, 0.2748
 13.000, 1.3128, 0.05858, 0.05044,-0.0516,0.0142,1.0000,-5.3662, 0.0000, 0.2714
 14.000, 1.3135, 0.07154, 0.06389,-0.0519,0.0134,1.0000,-5.7206, 0.0000, 0.2697
 15.000, 1.3271, 0.08418, 0.07695,-0.0530,0.0129,1.0000,-6.1208, 0.0000, 0.2682


