xflr5 v6.49

 Calculated polar for: NACA 4715

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1763, 0.02079, 0.01281,-0.1266,0.8809,0.3774,-0.8334, 0.0000, 0.9765
 -1.000, 0.2950, 0.02024, 0.01255,-0.1277,0.8608,0.4573,-0.6030, 0.0000, 0.6846
  0.000, 0.4160, 0.01949, 0.01209,-0.1287,0.8382,0.5364,-0.6779, 0.0000, 0.5579
  1.000, 0.5266, 0.01872, 0.01163,-0.1271,0.8063,0.6088,-0.7774, 0.0000, 0.4880
  2.000, 0.6328, 0.01799, 0.01114,-0.1243,0.7599,0.6724,-0.8938, 0.0000, 0.4418
  3.000, 0.7853, 0.01575, 0.00882,-0.1291,0.6965,0.7298,-1.0822, 0.0000, 0.4086
  4.000, 0.9293, 0.01541, 0.00803,-0.1337,0.6027,0.7796,-1.3353, 0.0000, 0.3871
  5.000, 1.0160, 0.01650, 0.00892,-0.1283,0.5166,0.8330,-1.5916, 0.0000, 0.3683
  6.000, 1.0827, 0.01768, 0.00999,-0.1193,0.4358,1.0000,-1.8681, 0.0000, 0.3510
  7.000, 1.1546, 0.01992, 0.01184,-0.1129,0.3527,1.0000,-2.1959, 0.0000, 0.3372
  8.000, 1.2176, 0.02267, 0.01424,-0.1055,0.2723,1.0000,-2.5485, 0.0000, 0.3247
  9.000, 1.2751, 0.02593, 0.01725,-0.0979,0.2011,1.0000,-2.9220, 0.0000, 0.3133
 10.000, 1.3242, 0.02990, 0.02103,-0.0899,0.1473,1.0000,-3.3090, 0.0000, 0.3029
 11.000, 1.3689, 0.03439, 0.02558,-0.0821,0.1116,1.0000,-3.7081, 0.0000, 0.2934
 12.000, 1.4009, 0.04004, 0.03133,-0.0742,0.0888,1.0000,-4.0990, 0.0000, 0.2846
 13.000, 1.4250, 0.04686, 0.03842,-0.0671,0.0742,1.0000,-4.4678, 0.0000, 0.2769
 14.000, 1.4407, 0.05528, 0.04719,-0.0615,0.0640,1.0000,-4.8172, 0.0000, 0.2706
 15.000, 1.4434, 0.06604, 0.05828,-0.0579,0.0569,1.0000,-5.1348, 0.0000, 0.2659


