xflr5 v6.49

 Calculated polar for: Aerofoil5017

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4917, 0.01012, 0.00350,-0.1543,0.7310,0.0299,-2.1442, 0.0000, 0.5664
 -1.000, 0.5840, 0.00990, 0.00318,-0.1499,0.7028,0.0452,-1.4962, 0.0000, 0.5069
  0.000, 0.6724, 0.00988, 0.00310,-0.1447,0.6721,0.0742,-0.9389, 0.0000, 0.4636
  1.000, 0.7557, 0.01003, 0.00326,-0.1386,0.6424,0.1232,-0.9500, 0.0000, 0.4302
  2.000, 0.8348, 0.01029, 0.00359,-0.1319,0.6078,0.2076,-1.0606, 0.0000, 0.4032
  3.000, 0.8992, 0.01066, 0.00417,-0.1225,0.5566,0.3940,-1.1923, 0.0000, 0.3800
  5.000, 1.1173, 0.01219, 0.00640,-0.1240,0.4633,1.0000,-1.5993, 0.0000, 0.3517
  6.000, 1.1697, 0.01400, 0.00786,-0.1137,0.3915,1.0000,-1.7692, 0.0000, 0.3364
  9.000, 1.3012, 0.02258, 0.01550,-0.0843,0.1927,1.0000,-2.3352, 0.0000, 0.2989
 10.000, 1.3496, 0.02575, 0.01865,-0.0769,0.1670,1.0000,-2.5499, 0.0000, 0.2894
 11.000, 1.3942, 0.02939, 0.02232,-0.0699,0.1466,1.0000,-2.7762, 0.0000, 0.2806
 12.000, 1.4325, 0.03377, 0.02676,-0.0633,0.1301,1.0000,-3.0007, 0.0000, 0.2726
 13.000, 1.4716, 0.03830, 0.03146,-0.0575,0.1189,1.0000,-3.2303, 0.0000, 0.2655
 14.000, 1.5012, 0.04392, 0.03723,-0.0520,0.1082,1.0000,-3.4585, 0.0000, 0.2589
 15.000, 1.5289, 0.04992, 0.04348,-0.0473,0.1003,1.0000,-3.6889, 0.0000, 0.2529


