xflr5 v6.49

 Calculated polar for: NACA 2020

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0324, 0.01440, 0.00620,-0.0144,0.6745,0.5619,-0.7729, 0.0000,-0.2629
 -1.000, 0.0708, 0.01431, 0.00610,-0.0118,0.6225,0.6195,-0.7404, 0.0000, 0.4292
  0.000, 0.1727, 0.01440, 0.00625,-0.0090,0.5704,0.6797,-0.8598, 0.0000, 0.2995
  1.000, 0.2743, 0.01469, 0.00659,-0.0062,0.5203,0.7415,-0.9977, 0.0000, 0.2656
  2.000, 0.3767, 0.01524, 0.00716,-0.0035,0.4716,0.8018,-1.1572, 0.0000, 0.2499
  3.000, 0.4809, 0.01607, 0.00796,-0.0013,0.4230,0.8572,-1.3424, 0.0000, 0.2417
  4.000, 0.5894, 0.01712, 0.00896,-0.0005,0.3753,0.9050,-1.5609, 0.0000, 0.2384
  5.000, 0.7026, 0.01843, 0.01016,-0.0014,0.3289,0.9453,-1.8174, 0.0000, 0.2383
  6.000, 0.8343, 0.02005, 0.01163,-0.0072,0.2819,0.9723,-2.1368, 0.0000, 0.2436
  7.000, 0.9621, 0.02198, 0.01343,-0.0134,0.2383,0.9977,-2.4922, 0.0000, 0.2475
  8.000, 0.9729, 0.02325, 0.01467, 0.0029,0.2123,1.0000,-2.6778, 0.0000, 0.2287
  9.000, 0.9894, 0.02527, 0.01665, 0.0168,0.1891,1.0000,-2.8878, 0.0000, 0.2125
 10.000, 1.0231, 0.02840, 0.01982, 0.0252,0.1658,1.0000,-3.1405, 0.0000, 0.2028
 11.000, 1.0579, 0.03269, 0.02419, 0.0309,0.1469,1.0000,-3.3938, 0.0000, 0.1960
 12.000, 1.0855, 0.03843, 0.03004, 0.0346,0.1300,1.0000,-3.6314, 0.0000, 0.1910
 13.000, 1.1031, 0.04591, 0.03765, 0.0366,0.1169,1.0000,-3.8681, 0.0000, 0.1872
 14.000, 1.1174, 0.05478, 0.04684, 0.0367,0.1057,1.0000,-4.0869, 0.0000, 0.1851
 15.000, 1.1196, 0.06585, 0.05817, 0.0349,0.0961,1.0000,-4.2600, 0.0000, 0.1840


