xflr5 v6.49

 Calculated polar for: NACA 4124

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2034, 0.02064, 0.01051,-0.0486,0.5540,0.0620,-1.2225, 0.0000, 0.4966
  0.000, 0.3549, 0.01983, 0.00886,-0.0347,0.4581,0.0863,-1.5766, 0.0000, 0.3412
  1.000, 0.4069, 0.01813, 0.00863,-0.0245,0.4161,0.5024,-1.7353, 0.0000, 0.2995
  2.000, 0.4667, 0.01827, 0.00941,-0.0145,0.3727,0.7010,-1.9066, 0.0000, 0.2669
  3.000, 0.5309, 0.01936, 0.01068,-0.0054,0.3290,0.8253,-2.0844, 0.0000, 0.2433
  4.000, 0.6082, 0.02139, 0.01257,-0.0000,0.2833,0.9130,-2.2771, 0.0000, 0.2309
  5.000, 0.6994, 0.02420, 0.01501,-0.0004,0.2344,0.9660,-2.4834, 0.0000, 0.2295
  6.000, 0.8060, 0.02811, 0.01852,-0.0066,0.1960,0.9995,-2.7045, 0.0000, 0.2357
  7.000, 0.8070, 0.03107, 0.02132, 0.0063,0.1813,1.0000,-2.7932, 0.0000, 0.2167
  8.000, 0.8332, 0.03514, 0.02530, 0.0134,0.1717,1.0000,-2.9058, 0.0000, 0.2058
  9.000, 0.8710, 0.03989, 0.03000, 0.0173,0.1644,1.0000,-3.0288, 0.0000, 0.1997
 10.000, 0.9081, 0.04541, 0.03543, 0.0199,0.1588,1.0000,-3.1448, 0.0000, 0.1953
 11.000, 0.9550, 0.05066, 0.04070, 0.0214,0.1551,1.0000,-3.2679, 0.0000, 0.1927
 12.000, 0.9992, 0.05659, 0.04678, 0.0220,0.1522,1.0000,-3.3794, 0.0000, 0.1909
 13.000, 1.0362, 0.06347, 0.05389, 0.0221,0.1494,1.0000,-3.4696, 0.0000, 0.1893
 14.000, 1.0633, 0.07182, 0.06248, 0.0214,0.1471,1.0000,-3.5297, 0.0000, 0.1882
 15.000, 1.0706, 0.08290, 0.07391, 0.0195,0.1451,1.0000,-3.5407, 0.0000, 0.1875


