xflr5 v6.49

 Calculated polar for: NACA 5618

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2798, 0.02005, 0.01163,-0.1404,0.8008,0.3151,-0.9102, 0.0000, 0.7584
 -1.000, 0.3801, 0.01993, 0.01171,-0.1383,0.7786,0.3729,-0.7858, 0.0000, 0.6151
  2.000, 0.7292, 0.01811, 0.01044,-0.1386,0.7053,0.5770,-1.0804, 0.0000, 0.4342
  3.000, 0.8390, 0.01787, 0.01030,-0.1375,0.6650,0.6439,-1.1979, 0.0000, 0.4064
  4.000, 0.9527, 0.01764, 0.01008,-0.1370,0.6186,0.7154,-1.3364, 0.0000, 0.3849
  5.000, 1.0428, 0.01770, 0.01034,-0.1318,0.5691,0.9044,-1.4801, 0.0000, 0.3660
  6.000, 1.1268, 0.01908, 0.01149,-0.1274,0.5206,1.0000,-1.6470, 0.0000, 0.3513
  7.000, 1.2038, 0.02091, 0.01305,-0.1221,0.4736,1.0000,-1.8460, 0.0000, 0.3381
  8.000, 1.2679, 0.02324, 0.01521,-0.1151,0.4261,1.0000,-2.0645, 0.0000, 0.3258
  9.000, 1.3239, 0.02611, 0.01803,-0.1076,0.3790,1.0000,-2.3056, 0.0000, 0.3146
 10.000, 1.3705, 0.02969, 0.02152,-0.0996,0.3324,1.0000,-2.5604, 0.0000, 0.3043
 11.000, 1.4078, 0.03421, 0.02599,-0.0915,0.2869,1.0000,-2.8131, 0.0000, 0.2948
 12.000, 1.4366, 0.03984, 0.03157,-0.0839,0.2433,1.0000,-3.0801, 0.0000, 0.2862
 13.000, 1.4602, 0.04662, 0.03841,-0.0773,0.2039,1.0000,-3.3431, 0.0000, 0.2787
 14.000, 1.4743, 0.05489, 0.04679,-0.0716,0.1711,1.0000,-3.5846, 0.0000, 0.2722
 15.000, 1.4799, 0.06490, 0.05693,-0.0674,0.1431,1.0000,-3.8288, 0.0000, 0.2669


