xflr5 v6.49

 Calculated polar for: NACA 1024

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.1197, 0.01976, 0.01044,-0.0092,0.6655,0.5350,-0.9956, 0.0000, 0.1447
 -1.000,-0.0170, 0.01953, 0.01019,-0.0065,0.6230,0.5769,-0.8703, 0.0000,-0.2279
  0.000, 0.0769, 0.01956, 0.01026,-0.0026,0.5794,0.6223,-0.9116, 0.0000, 0.2809
  1.000, 0.1777, 0.01976, 0.01048, 0.0003,0.5389,0.6679,-1.0352, 0.0000, 0.2363
  2.000, 0.2729, 0.02017, 0.01093, 0.0040,0.5000,0.7168,-1.1671, 0.0000, 0.2205
  3.000, 0.3685, 0.02085, 0.01169, 0.0076,0.4618,0.7657,-1.3135, 0.0000, 0.2127
  5.000, 0.5636, 0.02300, 0.01379, 0.0135,0.3918,0.8575,-1.6589, 0.0000, 0.2068
  6.000, 0.6548, 0.02446, 0.01533, 0.0167,0.3585,0.9020,-1.8498, 0.0000, 0.2040
  7.000, 0.7635, 0.02637, 0.01723, 0.0155,0.3252,0.9377,-2.0798, 0.0000, 0.2081
  8.000, 0.8727, 0.02849, 0.01933, 0.0126,0.2941,0.9702,-2.3354, 0.0000, 0.2130
  9.000, 0.9820, 0.03109, 0.02184, 0.0078,0.2652,0.9984,-2.6074, 0.0000, 0.2183
 10.000, 0.9627, 0.03336, 0.02421, 0.0248,0.2471,1.0000,-2.7141, 0.0000, 0.1977
 11.000, 0.9581, 0.03683, 0.02774, 0.0374,0.2289,1.0000,-2.8378, 0.0000, 0.1817
 12.000, 0.9681, 0.04164, 0.03256, 0.0451,0.2114,1.0000,-2.9814, 0.0000, 0.1715
 13.000, 0.9841, 0.04762, 0.03853, 0.0494,0.1948,1.0000,-3.1454, 0.0000, 0.1652
 14.000, 0.9819, 0.05660, 0.04781, 0.0513,0.1787,1.0000,-3.2595, 0.0000, 0.1602
 15.000, 0.9656, 0.06880, 0.06036, 0.0505,0.1650,1.0000,-3.3211, 0.0000, 0.1570


