xflr5 v6.49

 Calculated polar for: NACA 3624

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1268, 0.01508, 0.00695,-0.0897,0.7080,0.3744,-1.0099, 0.0000, 0.9793
 -1.000, 0.2246, 0.01483, 0.00669,-0.0866,0.6672,0.4126,-0.9074, 0.0000, 0.6397
  0.000, 0.3260, 0.01479, 0.00650,-0.0843,0.6251,0.4526,-1.0038, 0.0000, 0.5051
  1.000, 0.4155, 0.01496, 0.00669,-0.0798,0.5845,0.4943,-1.1005, 0.0000, 0.4345
  2.000, 0.5022, 0.01535, 0.00701,-0.0749,0.5469,0.5377,-1.2036, 0.0000, 0.3887
  3.000, 0.5893, 0.01594, 0.00763,-0.0703,0.5121,0.5830,-1.3162, 0.0000, 0.3566
  4.000, 0.6763, 0.01677, 0.00842,-0.0660,0.4792,0.6288,-1.4390, 0.0000, 0.3331
  5.000, 0.7593, 0.01771, 0.00949,-0.0613,0.4479,0.6777,-1.5701, 0.0000, 0.3146
  6.000, 0.8377, 0.01883, 0.01077,-0.0561,0.4178,0.7355,-1.7101, 0.0000, 0.2991
  7.000, 0.9072, 0.02011, 0.01236,-0.0494,0.3888,0.8289,-1.8556, 0.0000, 0.2849
  8.000, 0.9823, 0.02172, 0.01411,-0.0448,0.3601,1.0000,-2.0199, 0.0000, 0.2745
  9.000, 1.0475, 0.02408, 0.01637,-0.0398,0.3327,1.0000,-2.1874, 0.0000, 0.2652
 10.000, 1.1072, 0.02698, 0.01918,-0.0348,0.3066,1.0000,-2.3651, 0.0000, 0.2568
 11.000, 1.1611, 0.03052, 0.02268,-0.0299,0.2820,1.0000,-2.5496, 0.0000, 0.2493
 12.000, 1.2085, 0.03486, 0.02704,-0.0254,0.2586,1.0000,-2.7328, 0.0000, 0.2425
 13.000, 1.2470, 0.04023, 0.03244,-0.0211,0.2360,1.0000,-2.9211, 0.0000, 0.2363
 14.000, 1.2785, 0.04674, 0.03902,-0.0177,0.2159,1.0000,-3.0972, 0.0000, 0.2310
 15.000, 1.3002, 0.05462, 0.04697,-0.0150,0.1963,1.0000,-3.2728, 0.0000, 0.2263


