xflr5 v6.49

 Calculated polar for: NACA 5623

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0952, 0.02983, 0.02039,-0.1079,0.7306,0.3328,-1.1776, 0.0000, 1.4163
 -1.000, 0.2237, 0.02830, 0.01893,-0.1100,0.7156,0.3778,-0.9601, 0.0000, 0.7467
  0.000, 0.3236, 0.02824, 0.01892,-0.1082,0.6892,0.4238,-0.9469, 0.0000, 0.5816
  1.000, 0.4275, 0.02809, 0.01892,-0.1068,0.6629,0.4728,-1.0385, 0.0000, 0.4928
  2.000, 0.5367, 0.02779, 0.01874,-0.1060,0.6368,0.5252,-1.1414, 0.0000, 0.4376
  3.000, 0.6528, 0.02732, 0.01833,-0.1061,0.6106,0.5809,-1.2581, 0.0000, 0.4006
  4.000, 0.7682, 0.02705, 0.01806,-0.1062,0.5825,0.6386,-1.3842, 0.0000, 0.3747
  5.000, 0.8709, 0.02746, 0.01852,-0.1047,0.5521,0.6991,-1.5112, 0.0000, 0.3550
  6.000, 0.9585, 0.02835, 0.01957,-0.1009,0.5213,0.7778,-1.6375, 0.0000, 0.3385
  7.000, 1.0287, 0.02941, 0.02085,-0.0948,0.4908,1.0000,-1.7606, 0.0000, 0.3236
  8.000, 1.1064, 0.03176, 0.02299,-0.0917,0.4605,1.0000,-1.9027, 0.0000, 0.3126
  9.000, 1.1731, 0.03463, 0.02573,-0.0873,0.4310,1.0000,-2.0494, 0.0000, 0.3023
 10.000, 1.2299, 0.03813, 0.02920,-0.0821,0.4021,1.0000,-2.2013, 0.0000, 0.2928
 11.000, 1.2774, 0.04236, 0.03342,-0.0765,0.3738,1.0000,-2.3581, 0.0000, 0.2840
 12.000, 1.3166, 0.04750, 0.03863,-0.0711,0.3462,1.0000,-2.5182, 0.0000, 0.2760
 13.000, 1.3461, 0.05373, 0.04493,-0.0658,0.3194,1.0000,-2.6748, 0.0000, 0.2687
 14.000, 1.3664, 0.06131, 0.05261,-0.0612,0.2935,1.0000,-2.8273, 0.0000, 0.2623
 15.000, 1.3781, 0.07030, 0.06179,-0.0575,0.2685,1.0000,-2.9720, 0.0000, 0.2570


