xflr5 v6.49

 Calculated polar for: Aerofoil1443

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3618, 0.01320, 0.00446,-0.1297,0.6614,0.0668,-1.5033, 0.0000, 0.6102
 -1.000, 0.4692, 0.01263, 0.00380,-0.1287,0.6441,0.1100,-0.9134, 0.0000, 0.5246
  0.000, 0.5757, 0.01231, 0.00357,-0.1276,0.6256,0.1863,-0.7967, 0.0000, 0.4708
  1.000, 0.6814, 0.01206, 0.00376,-0.1266,0.6102,0.3609,-0.8676, 0.0000, 0.4339
  3.000, 0.8999, 0.01189, 0.00453,-0.1253,0.5791,1.0000,-1.0260, 0.0000, 0.3854
  4.000, 1.0021, 0.01248, 0.00532,-0.1234,0.5639,1.0000,-1.1783, 0.0000, 0.3683
  5.000, 1.1032, 0.01308, 0.00600,-0.1211,0.5401,1.0000,-1.6656, 0.0000, 0.3538
  6.000, 1.1941, 0.01341, 0.00653,-0.1167,0.4897,1.0000,-2.4484, 0.0000, 0.3405
  7.000, 1.2391, 0.01567, 0.00776,-0.1042,0.2793,1.0000,-3.0892, 0.0000, 0.3256
  8.000, 1.2223, 0.02101, 0.01180,-0.0836,0.0658,1.0000,-3.4241, 0.0000, 0.3088
  9.000, 1.2207, 0.02617, 0.01685,-0.0686,0.0169,1.0000,-3.7959, 0.0000, 0.2952
 10.000, 1.2368, 0.03184, 0.02298,-0.0596,0.0146,1.0000,-4.2511, 0.0000, 0.2858
 11.000, 1.2467, 0.03938, 0.03098,-0.0534,0.0133,1.0000,-4.7191, 0.0000, 0.2788
 12.000, 1.2472, 0.04910, 0.04099,-0.0492,0.0120,1.0000,-5.1463, 0.0000, 0.2738
 13.000, 1.2681, 0.05795, 0.05021,-0.0466,0.0114,1.0000,-5.6481, 0.0000, 0.2693
 14.000, 1.3012, 0.06671, 0.05942,-0.0447,0.0109,1.0000,-6.1837, 0.0000, 0.2651
 15.000, 1.3280, 0.07750, 0.07085,-0.0442,0.0106,1.0000,-6.6343, 0.0000, 0.2622


