xflr5 v6.49

 Calculated polar for: NACA 0620

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.2109, 0.01760, 0.00893,-0.0051,0.7710,0.5489,-0.9565, 0.0000, 0.2129
 -1.000,-0.1051, 0.01718, 0.00853,-0.0026,0.7158,0.6034,-0.8149, 0.0000, 0.2122
  0.000, 0.0000, 0.01704, 0.00840,-0.0000,0.6594,0.6594,-0.6917, 0.0000, 0.4430
  1.000, 0.1051, 0.01718, 0.00853, 0.0026,0.6034,0.7158,-0.8150, 0.0000, 0.2122
  2.000, 0.2109, 0.01760, 0.00893, 0.0051,0.5489,0.7710,-0.9565, 0.0000, 0.2129
  3.000, 0.3198, 0.01833, 0.00959, 0.0070,0.4958,0.8220,-1.1217, 0.0000, 0.2151
  4.000, 0.4348, 0.01933, 0.01051, 0.0074,0.4433,0.8654,-1.3220, 0.0000, 0.2197
  5.000, 0.5489, 0.02048, 0.01148, 0.0073,0.3925,0.9056,-1.5517, 0.0000, 0.2229
  6.000, 0.6725, 0.02186, 0.01273, 0.0045,0.3417,0.9399,-1.8258, 0.0000, 0.2290
  7.000, 0.8023, 0.02341, 0.01418,-0.0007,0.2923,0.9688,-2.1416, 0.0000, 0.2359
  8.000, 0.9315, 0.02528, 0.01604,-0.0067,0.2470,0.9957,-2.5016, 0.0000, 0.2415
  9.000, 0.9636, 0.02698, 0.01762, 0.0050,0.2188,1.0000,-2.7223, 0.0000, 0.2275
 10.000, 0.9568, 0.02880, 0.01939, 0.0234,0.1975,1.0000,-2.8966, 0.0000, 0.2063
 11.000, 0.9694, 0.03175, 0.02236, 0.0360,0.1765,1.0000,-3.1032, 0.0000, 0.1917
 12.000, 0.9931, 0.03603, 0.02674, 0.0437,0.1572,1.0000,-3.3257, 0.0000, 0.1828
 13.000, 1.0151, 0.04182, 0.03275, 0.0484,0.1407,1.0000,-3.5478, 0.0000, 0.1771
 14.000, 1.0276, 0.04958, 0.04083, 0.0507,0.1263,1.0000,-3.7560, 0.0000, 0.1731
 15.000, 1.0345, 0.05894, 0.05040, 0.0510,0.1157,1.0000,-3.9369, 0.0000, 0.1708


