xflr5 v6.49

 Calculated polar for: Aerofoil1715

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4086, 0.01922, 0.00949,-0.1334,0.6943,0.0724,-1.6533, 0.0000, 0.5787
 -1.000, 0.5127, 0.01817, 0.00825,-0.1316,0.6755,0.1132,-1.1070, 0.0000, 0.5071
  0.000, 0.6181, 0.01760, 0.00772,-0.1299,0.6559,0.1947,-0.8520, 0.0000, 0.4592
  1.000, 0.7178, 0.01734, 0.00816,-0.1277,0.6393,0.4375,-0.9203, 0.0000, 0.4258
  3.000, 0.9267, 0.01835, 0.00955,-0.1242,0.6051,1.0000,-1.1442, 0.0000, 0.3795
  4.000, 1.0249, 0.01937, 0.01050,-0.1215,0.5866,1.0000,-1.3424, 0.0000, 0.3627
  5.000, 1.1139, 0.02036, 0.01161,-0.1170,0.5608,1.0000,-1.5632, 0.0000, 0.3479
  6.000, 1.2025, 0.02059, 0.01193,-0.1117,0.5237,1.0000,-1.8182, 0.0000, 0.3344
  7.000, 1.2818, 0.02124, 0.01281,-0.1053,0.4846,1.0000,-2.0860, 0.0000, 0.3222
  8.000, 1.3450, 0.02207, 0.01381,-0.0962,0.4293,1.0000,-2.3487, 0.0000, 0.3101
  9.000, 1.3602, 0.02424, 0.01579,-0.0800,0.3366,1.0000,-2.5715, 0.0000, 0.2959
 10.000, 1.3415, 0.02964, 0.02077,-0.0640,0.2482,1.0000,-2.8113, 0.0000, 0.2831
 11.000, 1.3316, 0.03713, 0.02816,-0.0544,0.1951,1.0000,-3.0654, 0.0000, 0.2745
 12.000, 1.3433, 0.04455, 0.03566,-0.0488,0.1618,1.0000,-3.3972, 0.0000, 0.2682
 13.000, 1.3670, 0.05178, 0.04313,-0.0451,0.1387,1.0000,-3.7947, 0.0000, 0.2629
 14.000, 1.3942, 0.05940, 0.05106,-0.0425,0.1202,1.0000,-4.2126, 0.0000, 0.2585
 15.000, 1.4106, 0.06878, 0.06082,-0.0415,0.1033,1.0000,-4.5933, 0.0000, 0.2553


