xflr5 v6.49

 Calculated polar for: NACA 5916

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1752, 0.02573, 0.01840,-0.1522,0.8963,0.3692,-0.8878, 0.0000, 1.1263
 -1.000, 0.3260, 0.02468, 0.01759,-0.1599,0.8737,0.4420,-0.6358, 0.0000, 0.7408
  0.000, 0.4736, 0.02345, 0.01658,-0.1662,0.8445,0.5116,-0.6980, 0.0000, 0.5984
  1.000, 0.6232, 0.02210, 0.01536,-0.1726,0.8008,0.5778,-0.8260, 0.0000, 0.5227
  2.000, 0.7836, 0.02007, 0.01332,-0.1804,0.7414,0.6340,-0.9892, 0.0000, 0.4748
  3.000, 0.9077, 0.01995, 0.01296,-0.1814,0.6606,0.6784,-1.1664, 0.0000, 0.4433
  4.000, 0.9974, 0.02082, 0.01360,-0.1755,0.5803,0.7128,-1.3629, 0.0000, 0.4182
  5.000, 1.0769, 0.02216, 0.01473,-0.1681,0.5025,0.7426,-1.5945, 0.0000, 0.3970
  6.000, 1.1574, 0.02398, 0.01632,-0.1616,0.4241,0.7717,-1.8732, 0.0000, 0.3793
  7.000, 1.2044, 0.02579, 0.01800,-0.1482,0.3554,0.7917,-2.1345, 0.0000, 0.3613
  8.000, 1.2656, 0.02841, 0.02048,-0.1392,0.2846,0.8133,-2.4569, 0.0000, 0.3468
  9.000, 1.3145, 0.03137, 0.02336,-0.1286,0.2233,0.8334,-2.7851, 0.0000, 0.3331
 10.000, 1.3553, 0.03517, 0.02711,-0.1179,0.1732,0.8501,-3.1163, 0.0000, 0.3207
 11.000, 1.3952, 0.03988, 0.03193,-0.1088,0.1349,0.8670,-3.4709, 0.0000, 0.3100
 12.000, 1.4211, 0.04563, 0.03786,-0.0994,0.1094,0.8791,-3.8078, 0.0000, 0.3003
 13.000, 1.4444, 0.05313, 0.04567,-0.0928,0.0908,0.8919,-4.1376, 0.0000, 0.2926
 14.000, 1.4531, 0.06212, 0.05499,-0.0870,0.0788,0.9013,-4.4307, 0.0000, 0.2862
 15.000, 1.4555, 0.07344, 0.06663,-0.0846,0.0687,0.9110,-4.7167, 0.0000, 0.2823


