xflr5 v6.49

 Calculated polar for: NACA 4717

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1555, 0.02113, 0.01310,-0.1212,0.8522,0.3737,-0.8829, 0.0000, 1.0406
 -1.000, 0.2745, 0.02037, 0.01258,-0.1221,0.8295,0.4403,-0.6702, 0.0000, 0.6969
  0.000, 0.3898, 0.01954, 0.01200,-0.1219,0.8012,0.5072,-0.7362, 0.0000, 0.5609
  1.000, 0.5038, 0.01858, 0.01127,-0.1209,0.7646,0.5729,-0.8401, 0.0000, 0.4859
  2.000, 0.6338, 0.01721, 0.00999,-0.1222,0.7151,0.6372,-0.9710, 0.0000, 0.4372
  3.000, 0.7945, 0.01582, 0.00835,-0.1293,0.6494,0.6936,-1.1527, 0.0000, 0.4060
  4.000, 0.9074, 0.01649, 0.00870,-0.1288,0.5782,0.7399,-1.3347, 0.0000, 0.3840
  5.000, 0.9932, 0.01760, 0.00969,-0.1235,0.5132,0.7845,-1.5346, 0.0000, 0.3651
  6.000, 1.0674, 0.01891, 0.01094,-0.1163,0.4507,0.8370,-1.7602, 0.0000, 0.3484
  7.000, 1.1298, 0.02025, 0.01226,-0.1075,0.3908,1.0000,-2.0069, 0.0000, 0.3331
  8.000, 1.1995, 0.02267, 0.01443,-0.1014,0.3300,1.0000,-2.2967, 0.0000, 0.3211
  9.000, 1.2605, 0.02558, 0.01716,-0.0945,0.2724,1.0000,-2.6038, 0.0000, 0.3100
 10.000, 1.3136, 0.02909, 0.02055,-0.0871,0.2205,1.0000,-2.9199, 0.0000, 0.2997
 11.000, 1.3592, 0.03334, 0.02477,-0.0796,0.1774,1.0000,-3.2503, 0.0000, 0.2903
 12.000, 1.3903, 0.03888, 0.03029,-0.0718,0.1440,1.0000,-3.5587, 0.0000, 0.2816
 13.000, 1.4192, 0.04528, 0.03685,-0.0653,0.1195,1.0000,-3.8833, 0.0000, 0.2740
 14.000, 1.4363, 0.05341, 0.04521,-0.0598,0.1015,1.0000,-4.1756, 0.0000, 0.2677
 15.000, 1.4426, 0.06366, 0.05569,-0.0562,0.0881,1.0000,-4.4435, 0.0000, 0.2629


