xflr5 v6.49

 Calculated polar for: Aerofoil1043

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4102, 0.01646, 0.00792,-0.1201,0.6363,0.0562,-1.7951, 0.0000, 0.5442
 -1.000, 0.5172, 0.01527, 0.00635,-0.1187,0.6032,0.0888,-1.1586, 0.0000, 0.4789
  0.000, 0.6231, 0.01475, 0.00566,-0.1172,0.5690,0.1552,-1.0945, 0.0000, 0.4360
  1.000, 0.7268, 0.01449, 0.00549,-0.1156,0.5334,0.2981,-1.2502, 0.0000, 0.4054
  3.000, 0.9329, 0.01435, 0.00586,-0.1118,0.4560,1.0000,-1.5888, 0.0000, 0.3637
  4.000, 1.0283, 0.01531, 0.00648,-0.1089,0.4107,1.0000,-1.7678, 0.0000, 0.3485
  5.000, 1.1188, 0.01653, 0.00751,-0.1055,0.3692,1.0000,-1.9450, 0.0000, 0.3355
  6.000, 1.1779, 0.01885, 0.00905,-0.0975,0.2640,1.0000,-2.0969, 0.0000, 0.3226
  7.000, 1.1996, 0.02269, 0.01191,-0.0848,0.1396,1.0000,-2.2160, 0.0000, 0.3091
  8.000, 1.1936, 0.02866, 0.01734,-0.0712,0.0115,1.0000,-2.2840, 0.0000, 0.2966
  9.000, 1.2299, 0.03311, 0.02223,-0.0649,0.0104,1.0000,-2.4092, 0.0000, 0.2881
 11.000, 1.2621, 0.04849, 0.03877,-0.0567,0.0095,1.0000,-2.5799, 0.0000, 0.2767
 12.000, 1.2502, 0.06160, 0.05257,-0.0566,0.0092,1.0000,-2.6639, 0.0000, 0.2752
 13.000, 1.2221, 0.07977, 0.07147,-0.0608,0.0093,1.0000,-2.8254, 0.0000, 0.2779
 14.000, 1.1772, 0.10441, 0.09682,-0.0700,0.0094,1.0000,-2.8531, 0.0000, 0.2862
 15.000, 1.1348, 0.13133, 0.12435,-0.0819,0.0095,1.0000,-2.8236, 0.0000, 0.2977


