xflr5 v6.49

 Calculated polar for: Aerofoil1801

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4395, 0.01343, 0.00495,-0.1567,0.7108,0.1251,-1.0602, 0.0000, 0.6083
 -1.000, 0.5487, 0.01313, 0.00449,-0.1556,0.6855,0.1414,-0.8006, 0.0000, 0.5336
  0.000, 0.6554, 0.01296, 0.00431,-0.1539,0.6597,0.1621,-0.8375, 0.0000, 0.4836
  1.000, 0.7623, 0.01298, 0.00444,-0.1524,0.6388,0.1905,-0.9115, 0.0000, 0.4475
  2.000, 0.8693, 0.01321, 0.00477,-0.1509,0.6161,0.2358,-1.0243, 0.0000, 0.4200
  3.000, 0.9714, 0.01341, 0.00532,-0.1485,0.5927,0.2983,-1.1993, 0.0000, 0.3981
  4.000, 1.0674, 0.01359, 0.00573,-0.1447,0.5516,0.3879,-1.3990, 0.0000, 0.3796
  6.000, 1.2486, 0.01411, 0.00716,-0.1352,0.4683,1.0000,-1.8744, 0.0000, 0.3498
  7.000, 1.3168, 0.01542, 0.00829,-0.1265,0.3843,1.0000,-2.2283, 0.0000, 0.3363
  8.000, 1.3417, 0.01802, 0.01037,-0.1109,0.2750,1.0000,-2.6623, 0.0000, 0.3215
  9.000, 1.3643, 0.02144, 0.01351,-0.0971,0.2044,1.0000,-3.1048, 0.0000, 0.3086
 10.000, 1.3906, 0.02542, 0.01744,-0.0862,0.1585,1.0000,-3.5764, 0.0000, 0.2978
 11.000, 1.4156, 0.03031, 0.02239,-0.0773,0.1252,1.0000,-4.0562, 0.0000, 0.2888
 12.000, 1.4397, 0.03620, 0.02840,-0.0706,0.0974,1.0000,-4.5563, 0.0000, 0.2815
 13.000, 1.4589, 0.04346, 0.03577,-0.0656,0.0689,1.0000,-5.0544, 0.0000, 0.2755
 15.000, 1.4573, 0.06600, 0.05855,-0.0611,0.0225,1.0000,-5.8014, 0.0000, 0.2685


